,date,open,close,high,low
0,2016-06-15,6.782,8.144,8.144,6.782
1,2016-06-16,8.961,8.961,8.961,8.961
2,2016-06-17,9.856,9.856,9.856,9.856
3,2016-06-20,10.839,10.839,10.839,10.839
4,2016-06-21,11.919,11.919,11.919,11.919
5,2016-06-22,13.116,13.116,13.116,13.116
6,2016-06-23,14.429,14.429,14.429,14.429
7,2016-06-24,15.869,15.869,15.869,15.869
8,2016-06-27,17.455,17.455,17.455,17.455
9,2016-06-28,19.197,19.197,19.197,19.197
10,2016-06-29,21.114,21.114,21.114,21.114
11,2016-06-30,23.225,23.225,23.225,23.225
12,2016-07-01,25.551,25.551,25.551,25.551
13,2016-07-04,28.11,28.11,28.11,28.11
14,2016-07-05,30.922,30.922,30.922,30.922
15,2016-07-06,34.016,34.016,34.016,34.016
16,2016-07-07,37.421,37.421,37.421,37.421
17,2016-07-08,41.167,41.167,41.167,41.167
18,2016-07-11,45.283,41.342,45.283,41.157
19,2016-07-12,38.773,38.647,39.795,37.207
20,2016-07-13,37.752,39.445,41.352,37.479
21,2016-07-14,38.822,38.773,39.766,38.375
22,2016-07-15,38.657,38.968,40.369,38.657
23,2016-07-18,38.579,37.577,38.715,37.314
24,2016-07-19,37.596,36.39,37.742,36.01
25,2016-07-20,36.438,36.438,37.363,36.156
26,2016-07-21,36.117,36.078,36.672,36.01
27,2016-07-22,36.108,34.113,36.224,33.938
28,2016-07-25,33.86,33.325,33.86,32.284
29,2016-07-26,33.082,34.016,34.541,32.858
30,2016-07-27,33.763,31.204,33.938,30.96
31,2016-07-28,31.145,30.678,31.525,29.754
32,2016-07-29,30.698,31.437,32.459,29.968
33,2016-08-01,30.844,29.443,30.892,28.703
34,2016-08-02,29.686,29.841,30.357,29.598
35,2016-08-03,29.676,30.931,31.087,29.559
36,2016-08-04,30.649,30.795,31.116,30.484
37,2016-08-05,30.922,29.88,30.922,29.783
38,2016-08-08,29.559,30.484,30.532,28.761
39,2016-08-09,30.318,30.688,31.019,30.182
40,2016-08-10,30.737,32.186,33.14,30.532
41,2016-08-11,31.671,31.32,32.07,31.252
42,2016-08-12,31.165,32.011,32.42,30.999
43,2016-08-15,32.284,32.692,32.975,31.729
44,2016-08-16,32.79,32.702,33.276,32.517
45,2016-08-17,32.653,32.537,32.965,31.933
46,2016-08-18,32.469,32.293,32.955,32.147
47,2016-08-19,32.313,32.138,32.79,31.914
48,2016-08-22,31.924,30.552,32.109,30.454
49,2016-08-23,30.26,30.649,30.892,30.26
50,2016-08-24,30.795,31.301,31.846,30.562
51,2016-08-25,31.126,30.678,31.126,30.182
52,2016-08-26,30.863,30.445,30.922,30.416
53,2016-08-29,30.445,30.386,30.727,30.192
54,2016-08-30,30.396,30.445,30.737,30.338
55,2016-08-31,30.484,30.717,30.902,30.163
56,2016-09-01,30.464,30.163,30.737,30.075
57,2016-09-02,30.143,29.91,30.318,29.754
58,2016-09-05,29.9,29.9,30.24,29.764
59,2016-09-06,29.919,30.172,30.231,29.394
60,2016-09-07,30.318,29.861,30.328,29.773
61,2016-09-08,29.861,29.705,29.968,29.589
62,2016-09-09,29.705,29.598,30.104,29.579
63,2016-09-12,28.966,27.944,29.092,27.925
64,2016-09-13,27.954,27.798,28.265,27.74
65,2016-09-14,27.701,27.107,27.701,26.952
66,2016-09-19,27.107,27.39,27.594,27.107
67,2016-09-20,27.574,27.428,27.574,27.302
68,2016-09-21,27.438,27.224,27.438,27.137
69,2016-09-22,27.467,27.078,27.487,27.068
70,2016-09-23,27.068,26.339,27.205,26.29
71,2016-09-26,26.358,25.327,26.417,25.307
72,2016-09-27,25.298,25.804,25.911,25.152
73,2016-09-28,27.117,26.251,27.798,26.183
74,2016-09-29,26.076,25.755,26.241,25.706
75,2016-09-30,25.716,25.794,25.92,25.716
76,2016-10-10,26.368,26.854,26.952,26.368
77,2016-10-11,26.806,26.777,26.845,26.543
78,2016-10-12,26.757,26.932,27.312,26.563
79,2016-10-13,26.854,26.835,27.068,26.67
80,2016-10-14,26.806,26.66,26.903,26.631
81,2016-10-17,27.827,27.536,28.791,27.36
82,2016-10-18,27.283,27.711,27.72,27.156
83,2016-10-19,27.555,27.438,27.691,27.351
84,2016-10-20,27.351,27.224,27.497,27.156
85,2016-10-21,27.195,26.854,27.244,26.563
86,2016-10-24,26.874,27.224,27.428,26.728
87,2016-10-25,27.234,27.691,27.75,27.078
88,2016-10-26,27.769,27.049,27.769,26.971
89,2016-10-27,26.903,27.526,27.613,26.903
90,2016-10-28,27.536,27.146,27.681,27.059
91,2016-10-31,27.176,28.11,28.479,26.961
92,2016-11-01,28.003,28.1,28.197,27.75
93,2016-11-02,28.1,27.993,28.577,27.857
94,2016-11-03,27.827,27.847,28.119,27.565
95,2016-11-04,27.847,29.764,30.523,27.759
96,2016-11-07,29.812,31.282,31.992,29.764
97,2016-11-08,31.632,31.184,31.739,30.172
98,2016-11-09,30.844,30.221,30.99,29.316
99,2016-11-10,30.649,31.262,31.992,30.26
100,2016-11-11,30.941,30.834,31.885,30.766
101,2016-11-14,30.698,30.299,30.727,30.017
102,2016-11-15,30.377,30.26,30.474,30.026
103,2016-11-16,30.357,29.803,30.425,29.773
104,2016-11-17,29.696,29.433,29.734,29.287
105,2016-11-18,29.53,29.511,30.143,29.413
106,2016-11-21,29.336,30.347,30.357,29.316
107,2016-11-22,30.503,30.552,31.311,30.357
108,2016-11-23,30.542,29.696,30.552,29.559
109,2016-11-24,29.404,28.937,29.89,28.791
110,2016-11-25,28.995,28.47,29.083,27.487
111,2016-11-28,28.46,28.119,28.577,28.071
112,2016-11-29,27.837,28.032,28.586,27.837
113,2016-11-30,28.032,28.022,28.285,27.827
114,2016-12-01,27.973,28.256,28.363,27.973
115,2016-12-02,28.363,27.156,28.363,27.127
116,2016-12-05,26.854,27.263,27.39,26.738
117,2016-12-20,28.693,27.73,28.8,27.643
118,2016-12-21,27.72,27.399,27.73,26.864
119,2016-12-22,27.341,27.876,27.905,27.049
120,2016-12-23,28.071,27.253,28.411,27.166
121,2016-12-26,26.29,26.436,26.621,25.755
122,2016-12-27,26.368,26.241,26.514,26.193
123,2016-12-28,26.271,25.911,26.417,25.881
124,2016-12-29,25.804,25.765,26.076,25.755
125,2016-12-30,25.784,26.018,26.047,25.784
126,2017-01-03,26.018,26.144,26.358,25.979
127,2017-01-04,26.144,26.261,26.271,25.92
128,2017-01-05,26.261,26.096,26.368,26.076
129,2017-01-06,26.076,25.551,26.173,25.492
130,2017-01-09,25.307,25.307,25.483,25.268
131,2017-01-10,25.395,25.502,25.726,25.298
132,2017-01-11,25.881,25.687,26.524,25.677
133,2017-01-12,25.745,25.531,26.241,25.502
134,2017-01-13,25.531,25.765,25.784,25.298
135,2017-01-16,25.298,25.434,25.56,24.403
136,2017-01-17,25.22,25.58,25.648,24.548
137,2017-01-18,25.784,24.918,25.794,24.86
138,2017-01-19,24.743,24.597,24.957,24.471
139,2017-01-20,24.597,24.801,24.899,24.558
140,2017-01-23,24.899,24.811,24.957,24.792
141,2017-01-24,24.811,24.354,24.947,24.334
142,2017-01-25,24.354,24.947,24.967,24.179
143,2017-01-26,24.831,25.161,25.473,24.831
144,2017-02-03,25.161,25.152,25.395,24.86
145,2017-02-06,25.084,25.317,25.327,24.967
146,2017-02-07,25.22,25.035,25.307,24.977
147,2017-02-08,25.054,25.161,25.171,24.811
148,2017-02-09,25.239,25.346,25.492,25.123
149,2017-02-10,25.366,25.23,25.473,25.132
150,2017-02-13,25.093,25.473,25.502,25.054
151,2017-02-14,25.492,25.249,25.521,25.22
152,2017-02-15,25.346,25.327,25.541,25.123
153,2017-02-16,25.327,25.093,25.327,25.015
154,2017-02-17,25.093,24.86,25.463,24.831
155,2017-03-07,27.244,26.261,27.244,26.076
156,2017-03-08,26.397,25.979,26.563,25.697
157,2017-03-09,25.833,25.531,25.979,25.444
