,date,open,close,high,low
0,2015-01-05,9.016,9.262,9.432,8.808
1,2015-01-06,9.129,9.063,9.299,8.855
2,2015-01-07,8.997,9.214,9.328,8.94
3,2015-01-08,9.167,8.676,9.205,8.638
4,2015-01-09,8.629,8.458,8.921,8.439
5,2015-01-12,8.345,8.024,8.373,7.91
6,2015-01-13,8.024,8.061,8.165,7.967
7,2015-01-14,8.09,8.071,8.156,8.005
8,2015-01-15,8.08,8.326,8.336,8.033
9,2015-01-16,8.364,8.336,8.458,8.298
10,2015-01-19,7.806,7.504,7.995,7.504
11,2015-01-20,7.57,7.683,7.759,7.476
12,2015-01-21,7.702,7.976,8.005,7.636
13,2015-01-22,7.948,8.071,8.156,7.901
14,2015-01-23,8.099,7.958,8.156,7.872
15,2015-01-26,7.958,8.118,8.147,7.891
16,2015-01-27,8.137,8.118,8.165,7.92
17,2015-01-28,8.033,7.929,8.061,7.891
18,2015-01-29,7.806,7.825,7.948,7.759
19,2015-01-30,7.891,7.683,7.958,7.674
20,2015-02-02,7.561,7.39,7.598,7.372
21,2015-02-03,7.447,7.542,7.57,7.334
22,2015-02-04,7.551,7.513,7.636,7.494
23,2015-02-05,7.646,7.277,7.683,7.268
24,2015-02-06,7.268,7.088,7.268,7.041
25,2015-02-09,7.069,7.154,7.239,7.022
26,2015-02-10,7.154,7.419,7.447,7.126
27,2015-02-11,7.532,7.476,7.532,7.372
28,2015-02-12,7.457,7.494,7.532,7.428
29,2015-02-13,7.523,7.57,7.683,7.504
30,2015-02-16,7.561,7.57,7.627,7.532
31,2015-02-17,7.57,7.702,7.75,7.57
32,2015-02-25,7.731,7.627,7.768,7.598
33,2015-02-26,7.627,8.052,8.08,7.532
34,2015-02-27,7.995,7.967,8.052,7.91
35,2015-03-02,8.033,8.061,8.08,7.958
36,2015-03-03,8.033,7.835,8.043,7.806
37,2015-03-04,7.863,7.891,7.91,7.75
38,2015-03-05,7.854,7.721,7.863,7.655
39,2015-03-06,7.721,7.768,7.825,7.693
40,2015-03-09,7.702,7.854,7.863,7.617
41,2015-03-10,7.806,7.835,7.891,7.759
42,2015-03-11,7.882,7.901,8.005,7.854
43,2015-03-12,7.939,8.024,8.052,7.872
44,2015-03-13,8.043,8.099,8.213,7.995
45,2015-03-16,8.165,8.345,8.354,8.09
46,2015-03-17,8.373,8.487,8.629,8.373
47,2015-03-18,8.487,8.581,8.591,8.421
48,2015-03-19,8.562,8.78,8.988,8.468
49,2015-03-20,8.761,8.742,8.818,8.647
50,2015-03-23,8.789,8.836,8.912,8.761
51,2015-03-24,8.846,8.732,8.846,8.439
52,2015-03-25,8.695,8.61,8.732,8.515
53,2015-03-26,8.619,9.073,9.47,8.506
54,2015-03-27,9.035,9.082,9.233,8.893
55,2015-03-30,9.214,9.621,9.725,9.129
56,2015-03-31,9.678,9.224,9.763,9.167
57,2015-04-01,9.073,9.337,9.413,9.044
58,2015-04-02,9.337,9.262,9.403,9.12
59,2015-04-03,9.205,9.299,9.403,9.139
60,2015-04-07,9.356,9.507,9.602,9.318
61,2015-04-08,9.526,9.895,9.904,9.432
62,2015-04-09,9.781,9.517,9.867,9.328
63,2015-04-10,9.517,9.611,9.772,9.46
64,2015-04-13,9.687,9.933,10.056,9.64
65,2015-04-14,9.876,9.989,10.197,9.8
66,2015-04-15,9.97,10.452,10.991,9.829
67,2015-04-16,10.207,10.689,10.887,10.027
68,2015-04-17,10.49,11.086,11.426,10.49
69,2015-04-20,11.038,11.256,11.955,10.774
70,2015-04-21,11.105,10.906,11.312,10.471
71,2015-04-22,10.916,11.35,11.7,10.764
72,2015-04-23,11.35,12.399,12.475,11.246
73,2015-04-24,12.002,11.927,12.22,11.624
74,2015-04-27,12.05,12.333,12.569,11.738
75,2015-04-28,12.239,12.749,12.843,12.002
76,2015-04-29,12.645,12.135,12.645,11.813
77,2015-04-30,12.059,12.447,13.099,11.965
78,2015-05-04,12.522,12.995,13.42,12.305
79,2015-05-05,13.136,11.7,13.146,11.7
80,2015-05-06,11.728,10.963,11.908,10.755
81,2015-05-07,10.887,10.131,10.887,10.018
82,2015-05-08,10.216,10.481,10.5,10.018
83,2015-05-11,10.566,10.812,10.821,10.33
84,2015-05-12,10.764,10.972,11.114,10.689
85,2015-05-13,10.906,10.528,10.944,10.396
86,2015-05-14,10.471,10.651,10.66,10.235
87,2015-05-15,10.575,10.349,10.575,10.301
88,2015-05-18,10.188,10.056,10.301,10.008
89,2015-05-19,10.065,10.528,10.538,10.065
90,2015-05-20,10.632,10.538,10.821,10.5
