,date,open,close,high,low
0,2015-01-05,4.213,4.326,4.344,4.148
1,2015-01-06,4.326,4.447,4.635,4.26
2,2015-01-07,4.4,4.382,4.522,4.316
3,2015-01-08,4.335,4.251,4.419,4.251
4,2015-01-09,4.26,4.166,4.279,4.157
5,2015-01-12,4.12,3.886,4.129,3.876
6,2015-01-13,3.886,3.932,3.951,3.886
7,2015-01-14,3.942,3.932,3.988,3.914
8,2015-01-15,3.932,4.082,4.12,3.923
9,2015-01-16,4.073,4.11,4.138,4.026
10,2015-01-19,3.998,3.764,3.998,3.698
11,2015-01-20,3.839,3.867,3.876,3.764
12,2015-01-21,3.904,4.063,4.148,3.848
13,2015-01-22,4.035,4.082,4.091,4.007
14,2015-01-23,4.073,4.026,4.073,3.998
15,2015-01-26,4.017,4.073,4.073,3.979
16,2015-01-27,4.12,4.485,4.485,4.082
17,2015-01-28,4.4,4.269,4.429,4.26
18,2015-01-29,4.213,4.279,4.335,4.129
19,2015-01-30,4.279,4.269,4.344,4.166
20,2015-02-02,4.176,4.194,4.288,4.157
21,2015-02-03,4.194,4.232,4.26,4.185
22,2015-02-04,4.241,4.129,4.26,4.129
23,2015-02-05,4.194,4.017,4.213,3.998
24,2015-02-06,3.979,3.886,4.007,3.829
25,2015-02-09,3.886,3.904,3.923,3.829
26,2015-02-10,3.886,3.951,3.951,3.867
27,2015-02-11,3.951,3.96,3.988,3.923
28,2015-02-12,3.951,3.988,4.007,3.932
29,2015-02-13,4.007,4.054,4.082,4.007
30,2015-02-16,4.045,4.166,4.194,4.045
31,2015-02-17,4.157,4.176,4.204,4.148
32,2015-02-25,4.176,4.26,4.391,4.12
33,2015-02-26,4.288,4.326,4.354,4.223
34,2015-02-27,4.307,4.279,4.326,4.251
35,2015-03-02,4.316,4.297,4.335,4.26
36,2015-03-03,4.279,4.194,4.279,4.185
37,2015-03-04,4.185,4.297,4.307,4.176
38,2015-03-05,4.288,4.26,4.335,4.223
39,2015-03-06,4.241,4.326,4.354,4.241
40,2015-03-09,4.326,4.4,4.4,4.213
41,2015-03-10,4.41,4.363,4.438,4.344
42,2015-03-11,4.326,4.335,4.391,4.307
43,2015-03-12,4.344,4.279,4.372,4.241
44,2015-03-13,4.279,4.307,4.344,4.251
45,2015-03-16,4.372,4.41,4.438,4.335
46,2015-03-17,4.429,4.532,4.569,4.41
47,2015-03-18,4.522,4.775,4.943,4.503
48,2015-03-19,4.775,4.906,4.99,4.681
49,2015-03-20,4.906,4.906,5.065,4.831
50,2015-03-23,4.981,4.99,5.037,4.869
51,2015-03-24,4.99,5.252,5.299,4.85
52,2015-03-25,5.187,5.168,5.262,5.084
53,2015-03-26,5.056,4.953,5.103,4.915
54,2015-03-27,4.943,5.018,5.037,4.925
55,2015-03-30,4.99,5.215,5.234,4.99
56,2015-03-31,5.224,5.093,5.271,5.056
57,2015-04-01,5.075,5.14,5.168,5.056
58,2015-04-02,5.14,5.224,5.234,5.112
59,2015-04-03,5.206,5.43,5.543,5.159
60,2015-04-07,5.44,5.618,5.73,5.43
61,2015-04-08,5.618,5.496,5.627,5.243
62,2015-04-09,5.44,5.337,5.505,5.243
63,2015-04-10,5.318,5.496,5.524,5.281
64,2015-04-13,5.786,6.048,6.048,5.786
65,2015-04-14,6.338,6.657,6.657,6.235
66,2015-04-15,7.087,7.303,7.322,6.872
67,2015-04-16,6.835,6.844,7.087,6.573
68,2015-04-17,6.835,6.807,7.209,6.582
69,2015-04-20,6.704,6.404,6.704,6.385
70,2015-04-21,6.367,6.619,6.629,6.329
71,2015-04-22,6.629,6.788,6.872,6.629
72,2015-04-23,6.788,6.694,6.816,6.601
73,2015-04-24,6.629,6.797,6.872,6.554
74,2015-04-27,6.797,6.825,6.928,6.713
75,2015-04-28,6.816,6.619,6.816,6.451
76,2015-04-29,6.554,6.647,6.797,6.488
77,2015-04-30,6.573,6.657,6.797,6.563
78,2015-05-04,6.619,6.956,6.966,6.601
79,2015-05-05,7.144,6.732,7.556,6.666
80,2015-05-06,6.601,6.404,6.788,6.161
81,2015-05-07,6.301,5.777,6.357,5.767
82,2015-05-08,5.852,6.039,6.048,5.758
83,2015-05-11,6.226,6.264,6.264,5.992
84,2015-05-12,6.264,6.292,6.338,6.179
85,2015-05-13,6.264,6.32,6.498,6.151
86,2015-05-14,6.367,6.179,6.367,6.133
87,2015-05-15,6.161,5.955,6.161,5.908
88,2015-05-18,5.945,5.992,6.039,5.87
89,2015-05-19,5.983,6.189,6.226,5.973
90,2015-05-20,6.235,6.189,6.31,6.179
91,2015-05-21,6.189,6.376,6.395,6.114
92,2015-05-22,6.441,6.647,6.647,6.348
93,2015-05-25,6.647,7.069,7.284,6.432
94,2015-05-26,7.059,7.097,7.19,6.872
95,2015-05-27,7.05,7.106,7.134,6.891
96,2015-05-28,7.116,6.769,7.659,6.647
97,2015-05-29,6.601,6.629,6.844,6.273
98,2015-06-01,6.638,7.106,7.181,6.563
99,2015-06-02,7.078,7.425,7.434,6.975
100,2015-06-03,7.471,7.734,7.836,7.134
101,2015-06-04,7.574,7.612,7.911,6.966
102,2015-06-05,7.78,7.771,7.893,7.528
103,2015-06-08,7.771,8.136,8.239,7.724
104,2015-06-09,8.052,7.902,8.099,7.649
105,2015-06-10,7.752,7.865,8.061,7.631
106,2015-06-11,7.855,8.024,8.089,7.79
107,2015-06-12,8.033,8.258,8.426,7.949
108,2015-06-15,8.295,8.511,8.679,8.174
109,2015-06-16,8.389,7.911,8.398,7.677
110,2015-06-17,7.865,8.707,8.707,7.855
111,2015-06-18,8.894,8.688,9.316,8.66
112,2015-06-19,8.239,7.818,8.595,7.818
113,2015-06-23,7.49,7.574,7.771,7.041
114,2015-06-24,7.649,7.93,7.949,7.49
115,2015-06-25,7.827,7.265,7.827,7.134
116,2015-06-26,7.013,6.535,7.013,6.535
117,2015-06-29,6.741,5.889,6.788,5.88
118,2015-06-30,5.824,6.282,6.338,5.299
119,2015-07-01,6.104,5.945,6.666,5.917
120,2015-07-02,6.001,5.384,6.114,5.365
121,2015-07-03,5.299,4.85,5.533,4.85
122,2015-07-06,5.337,4.803,5.337,4.438
123,2015-07-07,4.681,4.326,4.728,4.326
124,2015-07-08,3.895,3.895,3.895,3.895
125,2015-07-09,3.539,4.288,4.288,3.52
126,2015-07-10,4.569,4.719,4.719,4.363
127,2015-07-13,5.056,5.187,5.187,4.915
128,2015-07-14,5.318,5.281,5.599,5.103
129,2015-07-15,5.149,4.756,5.224,4.756
130,2015-07-16,4.756,5.041,5.117,4.472
131,2015-07-17,5.07,5.345,5.43,5.003
