,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover,macd_diff_dea,macd_dea_k,macd_macd_self,macd_sum,macd_result,macd,macd_signal,macd_hist
2015-07-17,15.2,16.29,15.72,15.0,2990876.0,0.91,6.14,14.506,12.984,12.982,2271894.5,1934683.02,1165351.11,11.86,,,,,,,,
2015-07-20,15.01,16.07,15.8,15.01,2202906.75,0.08,0.51,14.948,13.347,13.019,2500316.4,1936691.94,1266090.33,8.74,,,,,,,,
2015-07-21,15.5,17.37,17.37,15.3,2562638.75,1.58,10.01,15.432,13.949,13.13,2410812.05,1934714.87,1383860.83,10.16,,,,,,,,
2015-07-22,17.5,17.74,16.91,16.0,2272918.25,-0.46,-2.65,16.122,14.619,13.188,2403579.4,2010605.28,1483995.43,9.01,,,,,,,,
2015-07-23,16.68,17.38,16.9,16.5,1445667.38,0.18,1.08,16.54,15.186,13.309,2295001.43,2040711.51,1544448.84,5.73,,,,,,,,
2015-07-24,16.71,18.2,17.31,16.2,2292018.75,0.41,2.43,16.858,15.682,13.524,2155229.98,2213562.24,1648759.71,9.09,,,,,,,,
2015-07-27,16.75,17.83,15.62,15.62,1834687.5,-1.74,-10.02,16.822,15.885,13.72,2081586.13,2290951.26,1718905.68,7.28,,,,,,,,
2015-07-28,14.58,16.45,15.92,14.15,1780298.62,0.3,1.92,16.532,15.982,13.898,1925118.1,2167965.08,1784812.94,7.06,,,,,,,,
2015-07-29,16.25,16.8,16.6,14.62,1635818.38,0.67,4.21,16.47,16.296,14.169,1797698.13,2100638.76,1849414.33,6.49,,,,,,,,
2015-07-30,16.12,16.58,15.31,15.06,1270318.12,-1.31,-7.88,16.152,16.346,14.432,1762628.27,2028814.85,1887434.88,5.04,,,,,,,,
2015-07-31,15.0,16.2,15.44,14.9,1110239.75,0.13,0.85,15.778,16.318,14.651,1526272.47,1840751.23,1887717.12,4.4,,,,,,,,
2015-08-03,14.8,15.17,13.89,13.88,1221082.5,-1.53,-9.92,15.432,16.127,14.737,1403551.47,1742568.8,1839630.37,4.84,,,,,,,,
2015-08-04,14.08,15.1,14.99,13.81,1118167.12,1.09,7.84,15.246,15.889,14.919,1271125.17,1598121.64,1766418.25,4.43,,,,,,,,
2015-08-05,14.8,15.0,14.32,14.18,948460.19,-0.68,-4.53,14.79,15.63,15.125,1133653.54,1465675.83,1738140.56,3.76,,,,,,,,
2015-08-06,13.83,14.49,13.96,13.77,643723.44,-0.39,-2.72,14.52,15.336,15.261,1008334.6,1385481.44,1713096.47,2.55,,,,,,,,
2015-08-07,14.23,14.89,14.52,14.22,837245.44,0.57,4.09,14.336,15.057,15.37,953735.74,1240004.11,1726783.17,3.32,,,,,,,,
2015-08-10,14.8,15.97,15.68,14.57,1340474.5,1.16,7.99,14.694,15.063,15.474,977614.14,1190582.81,1740767.03,5.32,,,,,,,,
2015-08-11,15.64,16.2,15.75,15.46,1328061.62,0.07,0.45,14.846,15.046,15.514,1019593.04,1145359.11,1656662.09,5.27,,,,,,,,
2015-08-12,15.5,15.8,15.1,15.09,875217.5,-0.65,-4.13,15.002,14.896,15.596,1004944.5,1069299.02,1584968.89,3.47,,,,,,,,
2015-08-13,15.1,16.61,16.61,15.07,1764235.38,1.51,10.0,15.532,15.026,15.686,1229046.89,1118690.74,1573752.8,7.0,,,,,,,,
2015-08-14,17.04,17.08,16.19,16.02,1610054.0,-0.42,-2.53,15.866,15.101,15.71,1383608.6,1168672.17,1504711.7,6.39,,,,,,,,
2015-08-17,16.16,16.37,16.31,15.7,970430.31,0.12,0.74,15.992,15.343,15.735,1309599.76,1143606.95,1443087.88,3.85,,,,,,0.9547504182290645,1.175292366958602,-0.22054194872953747
2015-08-18,16.2,16.31,14.68,14.68,1135492.88,-1.63,-9.99,15.778,15.312,15.601,1271086.01,1145339.53,1371730.58,4.5,,,,,,0.794481536437786,1.0991302008544388,-0.30464866441665284
2015-08-19,14.12,15.03,14.74,13.35,939745.69,0.06,0.41,15.706,15.354,15.492,1283991.65,1144468.08,1305071.95,3.73,,,,0.0,,0.6646471528527336,1.0122335912540978,-0.3475864384013643
2015-08-20,14.5,15.56,14.4,14.15,884419.56,-0.33,-2.24,15.264,15.398,15.367,1108028.49,1168537.69,1277009.56,3.51,,,,0.0,,0.5282282238005962,0.9154325177633975,-0.3872042939628013
2015-08-21,14.01,14.5,13.46,13.25,756254.69,-0.93,-6.46,14.718,15.292,15.175,937268.63,1160438.61,1200221.36,3.0,,,,0.0,,0.3403418466366652,0.800414383538051,-0.46007253690138583
2015-08-24,12.9,13.0,12.1,12.1,633703.31,-1.34,-9.97,13.876,14.934,14.999,869923.23,1089761.49,1140172.15,2.51,,,,0.0,,0.08076885203088757,0.6564852772366183,-0.5757164252057307
2015-08-25,10.99,11.7,10.89,10.89,702942.56,-1.21,-10.0,13.118,14.448,14.747,783413.16,1027249.59,1086304.35,2.79,,,,0.0,,-0.22004496256943185,0.48117922927540824,-0.7012241918448401
2015-08-26,11.06,11.88,10.83,10.62,1049251.38,-0.06,-0.55,12.336,14.021,14.459,805314.3,1044652.98,1056976.0,4.16,,,,0.0,,-0.4580039915290044,0.2933425851145257,-0.7513465766435301
2015-08-27,11.34,11.7,11.64,10.79,860780.69,0.79,7.28,11.784,13.524,14.275,800586.53,954307.51,1036499.13,3.41,,,,0.0,,-0.5746043248559758,0.1197532031204254,-0.6943575279764012
2015-08-28,11.9,12.8,12.77,11.67,1003004.0,1.13,9.71,11.646,13.182,14.142,849936.39,893602.51,1031137.34,3.98,,,,0.0,,-0.5692672147861568,-0.01805088046089104,-0.5512163343252658
2015-08-31,12.3,12.38,12.31,11.59,1116818.75,-0.48,-3.75,11.688,12.782,14.063,946559.48,908241.35,1025924.15,4.43,,,,0.0,,-0.5952934993207855,-0.13349940423286993,-0.4617940950879155
2015-09-01,12.0,12.15,12.04,11.09,947654.06,-0.28,-2.27,11.918,12.518,13.915,995501.78,889457.47,1017398.5,3.76,,,,0.0,,-0.6304389530237486,-0.23288731399104567,-0.39755163903270296
2015-09-02,11.32,12.5,12.24,11.16,1041394.19,0.19,1.58,12.2,12.268,13.811,993930.34,899622.32,1022045.2,4.13,,,,0.0,,-0.6348356594517242,-0.31327698308318136,-0.3215586763685428
2015-09-07,12.2,13.2,12.14,12.05,462587.31,-0.1,-0.82,12.3,12.042,13.72,914291.66,857439.09,1012988.39,1.83,,,,0.0,,-0.6390229860325984,-0.3784261836730648,-0.26059680235953364
2015-09-08,12.16,12.68,12.52,11.41,427484.91,0.38,3.13,12.25,11.948,13.62,799187.84,824562.12,992500.36,1.7,,,,0.0,,-0.6047079514616858,-0.42368253723078897,-0.1810254142308968
2015-09-09,12.5,13.09,12.91,12.4,627212.31,0.38,3.03,12.37,12.029,13.482,701266.56,823913.02,956837.26,2.49,,,,0.0,,-0.5398205830490141,-0.446910146394434,-0.09291043665458015
2015-09-10,12.63,12.9,12.34,12.34,375656.34,-0.57,-4.42,12.43,12.174,13.311,586867.01,791184.39,909216.99,1.49,,,,0.0,,-0.528301185198071,-0.4631883541551614,-0.0651128310429096
2015-09-11,12.4,12.57,12.43,12.1,296276.12,0.05,0.4,12.468,12.334,13.178,437843.4,715886.87,880269.92,1.18,,,,0.0,,-0.506076002435103,-0.4717658838111497,-0.03431011862395328
2015-09-14,12.5,12.56,11.2,11.2,454987.09,-1.24,-9.97,12.28,12.29,12.907,436323.35,675307.51,814807.51,1.8,,,,0.0,,-0.5810155201856553,-0.4936158110860508,-0.08739970909960448
2015-09-15,11.01,11.04,10.08,10.08,436691.41,-1.12,-10.0,11.792,12.021,12.602,438164.65,618676.25,756139.38,1.73,,,,0.0,,-0.7224522874240016,-0.539383106353641,-0.18306918107036063
2015-09-16,10.1,11.09,11.0,9.99,476406.09,0.92,9.13,11.41,11.89,12.336,408003.41,554634.98,731438.17,1.89,,,,0.0,,-0.7516411815574742,-0.5818347213944076,-0.16980646016306655
2015-09-17,10.92,11.5,10.68,10.61,530604.75,-0.31,-2.82,11.078,11.754,12.136,438993.09,512930.05,701193.76,2.1,,,,0.0,,-0.791471327313813,-0.6237620425782887,-0.16770928473552427
2015-09-18,10.85,10.97,10.86,10.56,287413.41,0.19,1.78,10.764,11.616,11.942,437220.55,437531.97,668577.15,1.14,,,,0.0,,-0.7992986913415567,-0.6588693723309423,-0.1404293190106144
2015-09-21,10.6,11.49,11.36,10.56,434341.78,0.5,4.6,10.796,11.538,11.79,433091.49,434707.42,646073.26,1.72,,,,0.0,,-0.756436384624358,-0.6783827747896255,-0.07805360983473253
2015-09-22,11.33,11.65,11.3,11.11,448717.41,-0.06,-0.53,11.04,11.416,11.682,435496.69,436830.67,630696.39,1.78,,,,0.0,,-0.719020772414309,-0.6865103743145622,-0.03251039809974676
2015-09-23,10.92,11.56,11.33,10.89,489159.25,0.03,0.27,11.106,11.258,11.644,438047.32,423025.36,623469.19,1.94,,,1.0,1.0,,-0.6791194150142505,-0.6850321824544998,0.005912767440249267
2015-09-24,11.33,11.65,11.48,11.28,441804.62,0.15,1.32,11.266,11.172,11.673,420287.29,429640.19,610412.29,1.75,,,1.0,1.0,,-0.6281526032049243,-0.6736562666045847,0.04550366339966039
2015-09-25,11.4,11.49,10.62,10.51,463527.62,-0.87,-7.57,11.218,10.991,11.663,455510.14,446365.34,581126.11,1.84,,,1.0,1.0,,-0.6496668947707818,-0.6688583922378241,0.019191497467042296
2015-09-28,10.68,10.86,10.85,10.48,201390.56,0.24,2.26,11.116,10.956,11.623,408919.89,421005.69,548156.6,0.8,,,1.0,1.0,,-0.6407716315272705,-0.6632410400957134,0.022469408568442928
2015-09-29,10.57,10.68,10.4,10.31,244722.75,-0.44,-4.06,10.936,10.988,11.505,368120.96,401808.82,510242.54,0.97,,,1.0,1.0,,-0.662397603270648,-0.6630723527307003,0.0006747494600523041
2015-09-30,10.5,10.65,10.44,10.42,169207.88,0.05,0.48,10.758,10.932,11.411,304130.69,371089.0,462861.99,0.67,,,-1.0,-1.0,,-0.6686014545992691,-0.6641781731044141,-0.004423281494855047
2015-10-08,10.97,11.05,10.77,10.73,349802.69,0.33,3.16,10.616,10.941,11.348,285730.3,353008.8,432969.42,1.39,,,1.0,1.0,,-0.6395178457587392,-0.6592461076352791,0.019728261876539976
2015-10-09,10.83,11.43,11.22,10.72,504773.16,0.45,4.18,10.736,10.977,11.297,293979.41,374744.77,406138.37,1.17,,,1.0,1.0,,-0.5735461539804447,-0.6421061169043123,0.06855996292386757
2015-10-12,11.26,12.28,12.0,11.21,678594.56,0.78,6.95,10.966,11.041,11.29,389420.21,399170.05,416938.74,1.57,,,1.0,1.0,,-0.45310057034810214,-0.6043050075930703,0.15120443724496813
2015-10-13,11.78,11.97,11.89,11.65,493223.47,-0.11,-0.92,11.264,11.1,11.258,439120.35,403620.66,420225.66,1.14,,,1.0,1.0,,-0.36234576185725587,-0.5559131584459074,0.19356739658865152
2015-10-14,11.81,12.45,11.98,11.75,587426.88,0.09,0.76,11.572,11.165,11.212,522764.15,413447.42,418236.39,1.36,,,1.0,1.0,,-0.27993278355978646,-0.5007170834686832,0.2207842999088967
2015-10-15,11.86,12.31,12.26,11.85,465037.59,0.28,2.34,11.87,11.243,11.208,545811.13,415770.72,422705.45,1.08,,,1.0,1.0,,-0.18983791129185867,-0.43854124903331826,0.24870333774145958
2015-10-16,12.28,12.38,12.23,11.96,487769.12,-0.02,-0.16,12.072,11.404,11.198,542410.32,418194.87,432280.1,1.13,,,1.0,1.0,,-0.11948052804727816,-0.3747291048361102,0.25524857678883206
2015-10-19,12.25,12.89,12.51,12.09,666443.81,0.28,2.29,12.174,11.57,11.263,539980.17,464700.19,442852.94,1.54,,,1.0,1.0,,-0.04065943829101393,-0.30791517152709097,0.26725573323607704
2015-10-20,12.42,12.65,12.53,12.32,502473.81,0.02,0.16,12.302,11.783,11.386,541830.24,490475.3,446142.06,1.16,,,1.0,1.0,,0.02315377377775185,-0.24170138246612238,0.26485515624387423
2015-10-21,12.57,12.63,11.28,11.28,614040.94,-1.25,-9.98,12.162,11.867,11.4,547153.05,534958.6,453023.8,1.42,,,1.0,1.0,,-0.026829080285496687,-0.19872692202999725,0.17189784174450057
2015-10-22,11.39,11.95,11.81,11.31,433658.69,0.52,4.61,12.072,11.971,11.456,540877.27,543344.2,448176.5,1.0,,,1.0,1.0,,-0.023404489249177374,-0.16366243547383327,0.1402579462246559
2015-10-23,11.8,12.19,12.14,11.72,377327.12,0.35,2.97,12.054,12.063,11.52,518788.87,530599.6,452672.19,0.87,,,1.0,1.0,,0.005870099047074362,-0.12975592856965174,0.1356260276167261
2015-10-26,12.31,12.76,12.42,12.2,529561.81,0.28,2.31,12.036,12.105,11.573,491412.47,515696.32,457433.19,1.23,,,1.0,1.0,,0.05107531666895859,-0.09358967952192968,0.14466499619088827
2015-10-27,12.25,13.67,13.67,12.2,1083776.25,1.24,9.98,12.264,12.283,11.692,607672.96,574751.6,489186.13,2.51,,,1.0,1.0,,0.1856255547867427,-0.037746632660195206,0.2233721874469379
2015-10-28,13.62,13.62,12.96,12.83,735032.12,-0.71,-5.19,12.6,12.381,11.773,631871.2,589512.13,501479.77,1.7,,,1.0,1.0,,0.23228884043700937,0.016260461959245708,0.21602837847776366
2015-10-29,13.1,13.55,13.17,13.03,470491.94,0.21,1.62,12.872,12.472,11.858,639237.85,590057.56,502914.14,1.09,,,1.0,1.0,,0.28295336520075587,0.06959904260754775,0.21335432259320813
2015-10-30,13.16,13.95,13.52,13.0,631316.88,0.34,2.58,13.148,12.601,12.003,690035.8,604412.34,511303.6,1.46,,,1.0,1.0,,0.3473434815803227,0.12514793040210276,0.22219555117821993
2015-11-02,13.0,13.43,12.86,12.71,563619.19,-0.67,-4.95,13.236,12.636,12.103,696847.28,594129.87,529415.03,1.31,,,1.0,1.0,,0.3411836755349089,0.16835507942866398,0.17282859610624493
2015-11-03,13.03,13.39,13.07,12.91,377950.03,0.23,1.79,13.116,12.69,12.237,555682.03,581677.5,536076.4,0.88,,,1.0,1.0,,0.34922162036502513,0.20452838761593622,0.1446932327490889
2015-11-04,13.05,14.3,13.78,13.05,860354.69,0.73,5.59,13.28,12.94,12.404,580746.55,606308.87,570633.74,1.99,,,1.0,1.0,,0.4081775985610996,0.2452582298049689,0.1629193687561307
2015-11-05,13.73,14.2,13.89,13.61,851819.12,0.12,0.87,13.424,13.148,12.56,657011.98,648124.91,595734.56,1.97,,,1.0,1.0,,0.4584915119789805,0.28790488623977123,0.1705866257392093
2015-11-06,13.89,14.33,14.31,13.75,729331.44,0.42,3.02,13.582,13.365,12.714,676614.89,683325.35,606962.47,1.69,,,1.0,1.0,,0.5261905437225742,0.3355620177363318,0.19062852598624241
2015-11-09,14.38,14.66,14.19,14.0,983028.94,-0.12,-0.84,13.848,13.542,12.824,760496.84,728672.06,622184.19,2.28,,,1.0,1.0,,0.5636619726530512,0.38118200871967567,0.1824799639333755
2015-11-10,14.07,15.08,14.49,13.98,1216428.75,0.29,2.04,14.132,13.624,12.954,928192.59,741937.31,658344.46,2.82,,,1.0,1.0,,0.6105280554600867,0.42705121806775787,0.18347683739232884
2015-11-11,14.52,14.57,14.25,14.14,748754.38,-0.1,-0.7,14.226,13.753,13.067,905872.53,743309.54,666410.83,1.73,,,1.0,1.0,,0.6211436125828627,0.46586969697077885,0.1552739156120838
2015-11-12,14.32,14.85,14.3,14.16,1185018.38,0.05,0.35,14.308,13.866,13.169,972512.38,814762.18,702409.87,2.74,,,,0.0,,0.6263706888177119,0.49796989534016545,0.1284007934775464
2015-11-13,4.85,5.19,4.97,4.77,1960926.12,0.2,4.19,12.44,13.011,12.806,1218831.31,947723.1,776067.72,1.51,,,-1.0,-1.0,,-0.12094565531530144,0.37418678520907206,-0.4951324405243735
2015-11-16,4.58,4.67,4.65,4.47,3290208.0,-0.32,-6.44,10.532,12.19,12.413,1680267.13,1220381.98,907255.93,2.54,,-1.0,-1.0,0.0,,-0.7305986809999663,0.15322969196726438,-0.8838283729672307
2015-11-17,4.68,4.71,4.55,4.54,2480046.25,-0.1,-2.15,8.544,11.338,12.014,1932990.63,1430591.61,1006134.55,1.91,,,-1.0,-1.0,,-1.2078983600292617,-0.11899591843204083,-1.0889024415972208
2015-11-18,4.55,4.85,4.61,4.43,2500810.5,0.06,1.32,6.616,10.421,11.681,2283401.85,1594637.19,1100473.03,1.93,,,-1.0,-1.0,,-1.563299551747038,-0.40785664509504027,-1.1554429066519978
2015-11-19,4.61,4.73,4.68,4.5,1944665.88,0.07,1.52,4.692,9.5,11.324,2435331.35,1703921.86,1176023.39,1.5,,,-1.0,-1.0,,-1.8183483537852165,-0.6899549868330755,-1.128393366952141
2015-11-20,4.68,5.14,5.14,4.63,2943320.0,0.47,10.06,4.726,8.583,10.974,2631810.13,1925320.72,1304323.03,2.27,,,-1.0,-1.0,,-1.9607558385298258,-0.9441151571724256,-1.0166406813574003
2015-11-23,5.49,5.65,5.65,5.39,5903886.5,0.51,9.92,4.926,7.729,10.636,3154545.83,2417406.48,1573039.27,4.56,,,-1.0,-1.0,,-2.0093000976484827,-1.157152145267637,-0.8521479523808457
2015-11-24,5.61,5.61,5.45,5.19,4933302.0,-0.2,-3.54,5.106,6.825,10.225,3645196.98,2789093.8,1765515.56,3.81,,,-1.0,-1.0,,-2.04038975823833,-1.3337996678617756,-0.7065900903765545
2015-11-25,5.43,5.85,5.59,5.4,4590390.5,0.16,2.95,5.302,5.959,9.856,4063112.98,3173257.41,1958283.47,3.54,,,-1.0,-1.0,,-2.030327358321676,-1.4731052059537557,-0.5572221523679204
2015-11-26,5.49,5.79,5.54,5.35,3569292.5,-0.04,-0.72,5.474,5.083,9.475,4388038.3,3411684.83,2113223.5,2.76,,,-1.0,-1.0,,-2.0032946819388666,-1.579143101150778,-0.4241515807880887
2015-11-27,5.41,5.58,5.18,5.05,2931819.0,-0.36,-6.5,5.482,5.104,9.058,4385738.1,3508774.11,2228248.61,2.26,,,-1.0,-1.0,,-1.988003614323402,-1.6609152037853028,-0.3270884105380991
2015-11-30,5.13,5.28,5.1,4.7,2293480.75,-0.07,-1.35,5.372,5.149,8.67,3663656.95,3409101.39,2314741.69,1.77,,,-1.0,-1.0,,-1.95974988768082,-1.7206821405644062,-0.23906774711641376
2015-12-01,5.09,5.09,5.02,4.95,1467857.62,-0.07,-1.38,5.286,5.196,8.267,2970568.07,3307882.53,2369237.07,1.13,,,-1.0,-1.0,,-1.9216622113918351,-1.760878154729892,-0.16078405666194318
2015-12-02,5.01,5.01,4.99,4.8,1118129.88,-0.03,-0.6,5.166,5.234,7.828,2276115.95,3169614.46,2382125.83,0.86,,,-1.0,-1.0,,-1.872315317303408,-1.783165587244595,-0.08914973005881288
2015-12-03,4.98,5.14,5.08,4.94,1315443.0,0.09,1.8,5.074,5.274,7.387,1825346.05,3106692.18,2405307.02,1.02,,,-1.0,-1.0,,-1.8051368069229774,-1.7875598311802716,-0.01757697574270578
2015-12-04,5.07,5.12,5.03,4.98,1282511.75,-0.05,-0.98,5.044,5.263,6.923,1495484.6,2940611.35,2432966.04,0.99,,,1.0,1.0,,-1.7359213152354833,-1.777232127991314,0.041310812755830595
2015-12-07,5.01,5.05,4.99,4.95,991107.75,-0.03,-0.6,5.022,5.197,6.463,1235010.0,2449333.48,2433369.98,0.77,,,1.0,1.0,,-1.6651009577568425,-1.7548058939444195,0.08970493618757702
2015-12-08,4.94,4.95,4.8,4.78,1300663.25,-0.19,-3.81,4.978,5.132,5.979,1201571.13,2086069.6,2437581.7,1.0,,,1.0,1.0,,-1.6057961083618189,-1.7250039368278993,0.11920782846608047
2015-12-09,4.75,4.78,4.68,4.66,964952.31,-0.12,-2.5,4.916,5.041,5.5,1170935.61,1723525.78,2448391.6,0.74,,,1.0,1.0,,-1.5506051738402267,-1.6901241842303647,0.13951901039013803
2015-12-10,4.67,4.85,4.71,4.65,841020.25,0.04,0.86,4.842,4.958,5.021,1076051.06,1450698.56,2431191.69,0.65,,,1.0,1.0,,-1.487300536550201,-1.649559454694332,0.16225891814413096
2015-12-11,4.71,4.85,4.75,4.55,1217823.62,0.05,1.06,4.786,4.915,5.01,1063113.44,1279299.02,2394036.57,0.94,,,1.0,1.0,,-1.4175627091970453,-1.6031601055948745,0.18559739639782924
2015-12-14,4.66,4.91,4.86,4.62,1304217.12,0.11,2.32,4.76,4.891,5.02,1125735.31,1180372.66,2294737.02,1.01,,,1.0,1.0,,-1.3379953207101334,-1.5501271486179262,0.21213182790779284
2015-12-15,4.84,4.84,4.77,4.75,980706.69,-0.09,-1.85,4.754,4.866,5.031,1061744.0,1131657.56,2219770.04,0.76,,,1.0,1.0,,-1.267587875933093,-1.4936192940809596,0.22603141814786665
2015-12-16,4.76,4.84,4.77,4.75,788206.69,-0.01,-0.21,4.772,4.844,5.039,1026394.87,1098665.24,2134139.85,0.61,,,1.0,1.0,,-1.1979799020942936,-1.4344914156836264,0.23651151358933276
2015-12-17,4.77,4.85,4.81,4.76,1134092.62,0.05,1.05,4.792,4.817,5.046,1085009.35,1080530.21,2093611.19,0.88,,,1.0,1.0,,-1.1266006644474365,-1.3729132654363885,0.24631260098895202
2015-12-18,4.8,4.8,4.72,4.67,1057677.25,-0.09,-1.87,4.786,4.786,5.025,1052980.07,1058046.76,1999329.05,0.82,,-1.0,1.0,2.0,,-1.0650174934768506,-1.311334111044481,0.24631661756763035
2015-12-21,4.7,4.74,4.71,4.65,730182.56,-0.01,-0.21,4.756,4.758,4.978,938173.16,1031954.24,1740643.86,0.56,,-1.0,1.0,2.0,,-1.005429339656855,-1.2501531567669557,0.24472381711010072
2015-12-22,4.72,4.76,4.72,4.68,750477.75,0.0,0.0,4.746,4.75,4.941,892127.37,976935.69,1531502.64,0.58,,-1.0,1.0,2.0,,-0.946487859146524,-1.1894200972428695,0.24293223809634545
2015-12-23,4.71,4.71,4.64,4.62,872847.5,-0.08,-1.7,4.72,4.746,4.894,909055.54,967725.2,1345625.49,0.67,,-1.0,1.0,2.0,,-0.8959042164772155,-1.1307169210897388,0.23481270461252324
2015-12-24,4.62,4.66,4.61,4.57,588835.38,-0.02,-0.43,4.68,4.736,4.847,800004.09,942506.72,1196602.64,0.45,,-1.0,1.0,2.0,,-0.8484565851382735,-1.0742648538994457,0.22580826876117222
2015-12-25,4.61,4.69,4.65,4.58,611250.19,0.04,0.87,4.666,4.726,4.821,710718.68,881849.38,1080574.2,0.47,,-1.0,1.0,2.0,,-0.798422610896786,-1.0190964052989138,0.22067379440212775
2015-12-28,4.64,4.65,4.55,4.54,747345.81,-0.1,-2.15,4.634,4.695,4.793,714151.33,826162.24,1003267.45,0.58,,-1.0,1.0,2.0,,-0.7581005785321242,-0.9668972399455559,0.20879666141343167
2015-12-29,4.54,4.55,4.52,4.47,581232.0,-0.03,-0.66,4.594,4.67,4.768,680302.18,786214.78,958936.17,0.45,,-1.0,1.0,2.0,,-0.720263082194772,-0.917570408395399,0.19730732620062708
2015-12-30,4.54,4.54,4.48,4.46,463441.22,-0.04,-0.89,4.562,4.641,4.743,598420.92,753738.23,926201.74,0.36,,-1.0,1.0,2.0,,-0.6856010770051686,-0.871176542117353,0.18557546511218437
2015-12-31,4.48,4.51,4.46,4.45,439077.41,-0.02,-0.45,4.532,4.606,4.712,568469.33,684236.71,882383.46,0.34,,-1.0,1.0,2.0,,-0.6522265592411749,-0.8273865455421173,0.17515998630094243
2016-01-04,4.47,4.47,4.02,4.01,673675.31,-0.44,-9.87,4.406,4.536,4.661,580954.35,645836.51,851941.63,0.52,,-1.0,1.0,2.0,,-0.653745366585726,-0.7926583097508391,0.13891294316511305
2016-01-05,3.91,4.05,3.94,3.63,860155.88,-0.08,-1.99,4.284,4.459,4.609,603516.36,658833.85,845394.04,0.66,,-1.0,1.0,2.0,,-0.6538669920940121,-0.7649000462194737,0.1110330541254616
2016-01-06,3.95,4.33,4.33,3.95,1510880.38,0.39,9.9,4.246,4.42,4.585,789446.04,734874.11,855904.9,1.17,,-1.0,1.0,2.0,,-0.6153996959299173,-0.7349999761615624,0.11960028023164515
2016-01-07,4.18,4.27,3.9,3.9,431171.94,-0.43,-9.93,4.13,4.346,4.546,782992.18,690706.55,829215.88,0.33,,-1.0,1.0,2.0,,-0.6125503932836329,-0.7105100595859766,0.09795966630234365
2016-01-08,4.0,4.2,4.09,3.82,1430969.0,0.19,4.87,4.056,4.294,4.515,981370.5,774919.91,858713.32,1.1,,-1.0,1.0,2.0,,-0.588180707241289,-0.686044189117039,0.09786348187575
2016-01-11,4.0,4.05,3.83,3.82,977357.0,-0.26,-6.36,4.018,4.212,4.469,1042106.84,811530.6,846689.99,0.75,,-1.0,,1.0,,-0.5831254750743096,-0.6654604463084931,0.08233497123418354
2016-01-12,4.0,4.22,4.09,3.86,1884820.25,0.25,6.51,4.048,4.166,4.431,1247039.71,925278.04,875720.14,1.46,,-1.0,,1.0,,-0.5517787777916414,-0.6427241126051227,0.09094533481348133
2016-01-13,3.99,4.04,3.94,3.88,1349442.0,-0.16,-3.9,3.97,4.108,4.389,1214752.04,1002099.04,894156.91,1.04,,-1.0,,1.0,,-0.5328971343047453,-0.6207587169450473,0.08786158264030197
2016-01-14,3.8,4.08,4.01,3.75,883751.88,0.07,1.78,3.992,4.061,4.351,1305268.03,1044130.11,898934.17,0.68,,-1.0,,1.0,,-0.5064468764810552,-0.5978963488522488,0.09144947237119361
2016-01-15,3.99,3.99,3.83,3.78,808135.5,-0.19,-4.73,3.94,3.998,4.302,1180701.33,1081035.91,882636.31,0.62,,-1.0,,1.0,,-0.4943112399926246,-0.577179327080324,0.08286808708769944
