,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover,macd_diff_dea,macd_dea_k,macd_macd_self,macd_sum,macd_result,macd,macd_signal,macd_hist
2017-03-09,53.0,53.9,53.74,52.33,17192.86,0.26,0.49,52.908,52.12,51.188,17238.56,15970.64,17215.99,8.6,,1.0,,-1.0,,1.6038821458009167,1.7114152883686837,-0.10753314256776703
2017-03-10,53.79,55.59,55.57,53.4,26840.32,1.83,3.4,53.766,52.462,51.486,20862.82,16069.35,18043.85,13.42,1.0,1.0,1.0,1.0,,1.7575678466717477,1.7206458000292966,0.036922046642451134
2017-03-13,55.61,56.78,56.17,54.45,26017.72,0.6,1.08,54.48,52.972,51.774,22081.66,17311.48,18652.67,13.01,,1.0,1.0,0.0,,1.9058108562238516,1.7576788112682076,0.14813204495564403
2017-03-14,55.9,56.2,54.56,54.5,19989.58,-1.61,-2.87,54.704,53.265,51.979,21838.21,18088.86,19134.3,9.99,,1.0,1.0,0.0,,1.87180397360828,1.7805038437362222,0.09130012987205793
2017-03-15,54.2,55.91,54.57,53.01,14090.49,0.01,0.02,54.922,53.624,52.173,20826.19,18249.18,18889.56,7.05,,1.0,1.0,0.0,,1.824627025990857,1.7893284801871492,0.03529854580370784
2017-03-16,54.74,56.87,56.64,54.63,24795.75,2.07,3.79,55.502,54.205,52.545,22346.77,19792.66,19470.74,12.4,,1.0,1.0,0.0,,1.9319997647408371,1.8178627370978868,0.1141370276429503
2017-03-17,56.42,57.18,54.93,54.15,24166.58,-1.71,-3.02,55.374,54.57,52.838,21812.02,21337.42,20163.17,12.08,,,1.0,1.0,,1.8576963576105854,1.8258294612004264,0.03186689641015894
2017-03-20,54.35,56.05,55.97,54.01,15293.96,1.04,1.89,55.334,54.907,53.247,19667.27,20874.47,20540.91,7.65,,,1.0,1.0,,1.861274071595595,1.8329183832794602,0.028355688316134886
2017-03-21,55.91,57.85,56.64,55.91,20169.94,0.67,1.2,55.75,55.227,53.45,19703.34,20770.78,20091.32,10.08,,,1.0,1.0,,1.8963133167793487,1.845597369979438,0.05071594679991076
2017-03-22,56.3,61.95,59.52,55.95,38114.03,2.88,5.08,56.74,55.831,53.851,24508.05,22667.12,19555.23,19.06,,,1.0,1.0,,2.131898898427252,1.9028576756690008,0.22904122275825145
2017-03-23,59.5,60.69,58.24,56.6,28207.94,-1.28,-2.15,57.06,56.281,54.201,25190.49,23768.63,19869.64,14.1,,,1.0,1.0,,2.1900710903345555,1.9603003586021117,0.22977073173244378
2017-03-24,57.7,59.59,59.44,57.69,20717.21,1.2,2.06,57.962,56.668,54.565,24500.62,23156.32,19612.83,10.36,,,1.0,1.0,,2.3064160145886063,2.0295234897994106,0.2768925247891958
2017-03-27,59.43,62.39,61.95,59.12,32478.35,2.51,4.22,59.158,57.246,55.109,27937.49,23802.38,20556.93,16.24,,,1.0,1.0,,2.5715134223137,2.1379214763022683,0.4335919460114317
2017-03-28,59.44,59.75,58.4,57.63,35034.67,-3.55,-5.73,59.51,57.63,55.448,30910.44,25306.89,21697.88,17.52,,,1.0,1.0,,2.4667149420719525,2.203680169456205,0.2630347726157476
2017-03-29,58.7,58.7,54.69,53.25,27819.0,-3.71,-6.35,58.544,57.642,55.633,28851.43,26679.74,22464.46,13.91,,,-1.0,-1.0,,2.0605427431124994,2.175052684187464,-0.1145099410749646
2017-03-30,53.78,53.78,51.2,50.52,20484.87,-3.49,-6.38,57.136,57.098,55.652,27306.82,26248.66,23020.66,10.24,,,-1.0,-1.0,,1.4404301343196195,2.028128174213895,-0.5876980398942755
2017-03-31,51.36,51.98,51.89,49.9,13042.32,0.69,1.35,55.626,56.794,55.682,25771.84,25136.23,23236.83,6.52,,,-1.0,-1.0,,0.9932144991192828,1.8211454391949726,-0.8279309400756898
2017-04-05,51.38,53.39,52.9,50.67,16840.0,1.01,1.95,53.816,56.487,55.697,22644.17,25290.83,23082.65,8.42,,,-1.0,-1.0,,0.7120829957672257,1.5993329505094231,-0.8872499547421975
2017-04-06,52.73,53.65,53.08,52.44,13911.65,0.18,0.34,52.752,56.131,55.679,18419.57,24665.0,22717.89,6.96,,,-1.0,-1.0,,0.49806733934305214,1.379079828276149,-0.8810124889330968
2017-04-07,52.73,53.0,52.18,51.5,11475.0,-0.9,-1.7,52.25,55.397,55.614,15150.77,22001.1,22334.11,5.74,,,-1.0,-1.0,,0.25292040238003466,1.1538479430969262,-0.9009275407168915
2017-04-10,51.5,51.5,47.21,47.0,19339.0,-4.97,-9.53,51.452,54.294,55.288,14921.59,21114.21,22441.42,9.67,,,-1.0,-1.0,,-0.33849580637879484,0.855379193201782,-1.1938749995805769
2017-04-11,47.38,48.58,48.21,46.41,15061.32,1.0,2.12,50.716,53.171,54.92,15325.39,20548.62,21852.47,7.53,,,-1.0,-1.0,,-0.7182265020573197,0.5406580541499617,-1.2588845562072815
2017-04-12,48.0,48.19,47.46,47.09,10912.11,-0.75,-1.56,49.628,51.722,54.484,14139.82,18391.99,21097.19,5.46,,,-1.0,-1.0,,-1.0673804487905585,0.21905035356185765,-1.2864308023524162
2017-04-13,47.38,48.29,47.57,47.13,6570.0,0.11,0.23,48.526,50.639,54.135,12671.49,15545.53,20426.21,3.29,,,-1.0,-1.0,,-1.3199953022278166,-0.08875877759607725,-1.2312365246317394
2017-04-14,47.38,47.45,46.68,46.4,8879.0,-0.89,-1.87,47.426,49.838,53.74,12152.29,13651.53,20165.64,4.44,,,-1.0,-1.0,,-1.573867391932474,-0.3857805004633566,-1.1880868914691174
2017-04-17,45.3,45.39,43.79,42.51,14577.03,-2.89,-6.19,46.742,49.097,53.098,11199.89,13060.74,19654.7,7.29,,,-1.0,-1.0,,-1.985375526123505,-0.7056995055953863,-1.2796760205281188
2017-04-18,43.67,44.5,43.72,43.2,5720.22,-0.07,-0.16,45.844,48.28,52.537,9331.67,12328.53,18732.38,2.86,,,-1.0,-1.0,,-2.290740867428454,-1.0227077779619997,-1.2680330894664542
2017-04-19,43.1,44.63,44.43,43.01,6408.91,0.71,1.62,45.238,47.433,51.96,8431.03,11285.42,18288.13,3.2,,,-1.0,-1.0,,-2.447243731785001,-1.3076149687265999,-1.139628763058401
2017-04-20,44.48,45.14,44.4,43.3,6258.14,-0.03,-0.07,44.604,46.565,51.348,8368.66,10520.07,17592.54,3.13,,,-1.0,-1.0,,-2.5443642809898748,-1.5549648311792548,-0.98939944981062
2017-04-21,44.05,44.5,44.02,43.5,4937.0,-0.38,-0.86,44.072,45.749,50.573,7580.26,9866.27,15933.69,2.47,,,-1.0,-1.0,,-2.6217736653413866,-1.7683265980116811,-0.8534470673297054
2017-04-24,44.02,44.02,40.97,40.72,9133.34,-3.05,-6.93,43.508,45.125,49.71,6491.52,8845.71,14979.96,4.57,,,-1.0,-1.0,,-2.8958491241314164,-1.9938311032356282,-0.9020180208957882
2017-04-25,41.55,42.96,42.24,41.21,7374.68,1.27,3.1,43.212,44.528,48.85,6822.41,8077.04,14312.83,3.69,,,-1.0,-1.0,,-2.976268938008147,-2.190318670190132,-0.785950267818015
2017-04-26,42.23,42.98,42.51,41.8,5719.68,0.27,0.64,42.828,44.033,47.878,6684.57,7557.8,12974.9,2.86,,,-1.0,-1.0,,-2.983819858418599,-2.3490189078358252,-0.6348009505827736
2017-04-27,42.32,43.87,43.54,41.2,8889.97,1.03,2.42,42.656,43.63,47.135,7210.93,7789.8,11667.66,4.44,,,-1.0,-1.0,,-2.873566934427714,-2.453928513154203,-0.41963842127351114
2017-04-28,42.9,44.0,43.28,42.58,8762.97,-0.26,-0.6,42.508,43.29,46.564,7976.13,7778.19,10714.86,4.38,,,-1.0,-1.0,,-2.7751799776322628,-2.518178806049815,-0.2570011715824476
2017-05-02,42.69,43.88,43.82,42.69,7218.0,0.54,1.25,43.078,43.293,46.195,7593.06,7042.29,10051.52,3.61,,,-1.0,-1.0,,-2.6233932738451458,-2.5392216996088814,-0.08417157423626431
2017-05-03,43.6,43.96,43.46,42.51,7701.0,-0.36,-0.82,43.322,43.267,45.774,7658.32,7240.37,9784.45,3.85,,,1.0,1.0,,-2.50329379624732,-2.532036118936569,0.028742322689249367
2017-05-04,43.38,43.58,43.3,42.7,8766.21,-0.16,-0.37,43.48,43.154,45.294,8267.63,7476.1,9380.76,4.38,,,1.0,1.0,,-2.3934347320752636,-2.504315841564308,0.1108811094890445
2017-05-05,43.11,43.54,43.15,42.8,4531.84,-0.15,-0.35,43.402,43.029,44.797,7396.0,7303.47,8911.77,2.27,,,1.0,1.0,,-2.2920530181846175,-2.46186327688837,0.16981025870375266
2017-05-08,42.65,42.87,42.36,42.3,3511.65,-0.79,-1.83,43.218,42.863,44.306,6345.74,7160.93,8513.6,1.76,,,1.0,1.0,,-2.2495225811684705,-2.4193951377443903,0.16987255657591982
2017-05-09,42.0,42.69,41.4,40.1,9708.62,-0.96,-2.27,42.734,42.906,44.016,6843.86,7218.46,8032.08,4.85,,,1.0,1.0,,-2.2671466253163004,-2.3889454352587722,0.12179880994247183
2017-05-10,40.7,41.4,39.41,38.62,8435.0,-1.99,-4.81,41.924,42.623,43.576,6990.66,7324.49,7700.77,4.22,,,-1.0,-1.0,,-2.413864647080935,-2.393929277623205,-0.01993536945773
2017-05-11,38.94,38.94,38.73,36.85,12572.99,-0.68,-1.73,41.01,42.245,43.139,7752.02,8009.83,7783.81,6.29,,,-1.0,-1.0,,-2.5555512493514456,-2.426253671968853,-0.12929757738259262
2017-05-12,38.6,38.9,38.77,37.9,5118.0,0.04,0.1,40.134,41.768,42.699,7869.25,7632.63,7711.21,2.56,,,-1.0,-1.0,,-2.6342452967217724,-2.467851996919437,-0.16639329980233564
2017-05-15,38.77,39.39,38.69,38.56,3237.0,-0.08,-0.21,39.4,41.309,42.3,7814.32,7080.03,7429.11,1.62,,,-1.0,-1.0,,-2.672262054100564,-2.5087340083556624,-0.16352804574490154
2017-05-16,38.68,40.3,40.08,38.08,5593.0,1.39,3.59,39.136,40.935,42.114,6991.2,6917.53,6979.91,2.8,,,-1.0,-1.0,,-2.5607109431682673,-2.5191293953181835,-0.04158154785008383
2017-05-17,40.14,42.1,41.0,40.14,9219.22,0.92,2.29,39.454,40.689,41.978,7148.04,7069.35,7154.86,4.61,,,1.0,1.0,,-2.370741144652442,-2.4894517451850353,0.11871060053259352
2017-05-18,40.54,41.64,40.82,40.54,4026.95,-0.18,-0.44,39.872,40.441,41.798,5438.83,6595.43,7035.76,2.01,,,1.0,1.0,,-2.2092463891810468,-2.4334106739842376,0.22416428480319084
2017-05-19,40.87,40.93,40.14,40.02,3626.23,-0.68,-1.67,40.146,40.14,41.585,5140.48,6504.87,6904.17,1.81,,,1.0,1.0,,-2.111787576328176,-2.3690860544530254,0.2572984781248495
2017-05-22,39.99,40.14,37.87,37.35,6011.23,-2.27,-5.66,39.982,39.691,41.277,5695.33,6754.82,6957.88,3.01,,,1.0,1.0,,-2.1924476223684763,-2.333758368036116,0.14131074566763946
2017-05-23,37.68,37.86,36.36,36.29,5005.0,-1.51,-3.99,39.238,39.187,41.047,5577.73,6284.46,6751.46,2.5,,,-1.0,-1.0,,-2.3511134975012595,-2.3372293939291446,-0.013884103572114892
2017-05-24,36.1,37.3,36.95,35.33,3354.52,0.59,1.62,38.428,38.941,40.782,4404.79,5776.41,6550.45,1.68,,-1.0,-1.0,0.0,,-2.4015655250554246,-2.3500966201544005,-0.05146890490102418
2017-05-25,36.58,37.03,36.78,35.61,3977.0,-0.17,-0.46,37.62,38.746,40.496,4394.8,4916.82,6463.32,1.99,,-1.0,-1.0,0.0,,-2.427286452340823,-2.365534586591685,-0.06175186574913827
2017-05-26,36.71,37.3,37.0,36.38,2866.0,0.22,0.6,36.992,38.569,40.169,4242.75,4691.62,6162.12,1.43,,-1.0,-1.0,0.0,,-2.4022269343753564,-2.372873056148419,-0.029353878226937358
2017-05-31,38.05,40.49,39.4,37.35,15425.98,2.57,6.98,37.298,38.64,39.975,6125.7,5910.51,6495.27,7.71,,-1.0,1.0,2.0,,-2.163764611930894,-2.331051367304914,0.16728675537402005
2017-06-01,39.0,39.01,36.56,36.5,6790.23,-2.84,-7.21,37.338,38.288,39.612,6482.75,6030.24,6473.88,3.4,,-1.0,1.0,2.0,,-2.1788295774011246,-2.300607009324156,0.12177743192303137
2017-06-02,36.01,37.79,37.34,36.01,4944.68,0.78,2.13,37.416,37.922,39.306,6800.78,5602.78,6336.07,2.47,,-1.0,1.0,2.0,,-2.103580424109694,-2.2612016922812637,0.15762126817156963
2017-06-05,37.85,38.5,37.52,37.42,4105.68,0.18,0.48,37.564,37.592,39.017,6826.51,5610.66,6103.04,2.05,,-1.0,1.0,2.0,,-2.00629313393425,-2.210219980611861,0.20392684667761118
2017-06-06,37.12,37.8,37.53,37.12,2297.0,0.01,0.03,37.67,37.331,38.736,6712.71,5477.73,5991.3,1.15,,,1.0,1.0,,-1.906409437826035,-2.149457872054696,0.24304843422866096
2017-06-07,37.93,39.25,39.11,37.51,6507.23,1.58,4.21,37.612,37.455,38.573,4928.96,5527.33,6141.08,3.25,,,1.0,1.0,,-1.6803876310423718,-2.055643823852231,0.37525619280985945
2017-06-08,39.11,39.31,38.6,38.36,7263.0,-0.51,-1.3,38.02,37.679,38.433,5023.52,5753.13,6018.8,3.63,,,1.0,1.0,,-1.524839062980618,-1.9494828716779087,0.42464380869729057
2017-06-09,38.62,38.62,37.76,37.69,7199.0,-0.84,-2.18,38.104,37.76,38.351,5474.38,6137.58,5957.0,3.6,,,1.0,1.0,,-1.4526019904196374,-1.8501066954262544,0.39750470500661694
2017-06-12,37.31,37.48,36.48,36.16,6285.56,-1.28,-3.39,37.896,37.73,38.238,5910.36,6368.44,5642.63,3.14,,,1.0,1.0,,-1.4815603866705018,-1.7763974336751038,0.294837047004602
2017-06-13,36.05,37.5,37.14,36.05,4372.56,0.66,1.81,37.818,37.744,38.157,6325.47,6519.09,5605.35,2.19,,,1.0,1.0,,-1.4347151371613904,-1.7080609743723612,0.2733458372109707
2017-06-14,37.16,37.78,37.33,36.4,3695.58,0.19,0.51,37.462,37.537,38.089,5763.14,5346.05,5628.28,1.85,,-1.0,1.0,2.0,,-1.3665062933903087,-1.6397500381759507,0.27324374478564195
2017-06-15,37.33,38.4,38.23,37.13,5660.73,0.9,2.41,37.388,37.704,37.996,5442.69,5233.1,5631.67,2.83,,-1.0,1.0,2.0,,-1.225698722989712,-1.5569397751387029,0.3312410521489908
2017-06-16,38.08,38.63,38.53,37.85,4254.0,0.3,0.79,37.542,37.823,37.873,4853.69,5164.03,5383.41,2.13,,-1.0,1.0,2.0,,-1.0774797009038934,-1.4610477602917409,0.38356805938784744
2017-06-19,38.5,38.63,38.42,38.08,2483.84,-0.11,-0.28,37.93,37.913,37.753,4093.34,5001.85,5306.25,1.24,,,1.0,1.0,,-0.9578496442736508,-1.360408137088123,0.4025584928144721
2017-06-20,38.8,38.8,38.66,38.01,4168.1,0.24,0.62,38.234,38.026,37.679,4052.45,5188.96,5333.35,2.08,,,1.0,1.0,,-0.8340614273209113,-1.2551387951346806,0.42107736781376937
2017-06-21,39.59,41.5,40.76,39.59,23777.76,2.1,5.43,38.92,38.191,37.823,8068.89,6916.01,6221.67,11.89,,,1.0,1.0,,-0.5600500160067057,-1.1161210393090857,0.55607102330238
2017-06-22,39.55,40.38,39.83,39.01,14438.53,-0.93,-2.28,39.24,38.314,37.997,9824.45,7633.57,6693.35,7.22,,,1.0,1.0,,-0.4131744086692848,-0.9755317131811255,0.5623573045118407
2017-06-23,39.51,39.51,38.94,38.18,6818.0,-0.89,-2.23,39.322,38.432,38.096,10337.25,7595.47,6866.52,3.41,,,1.0,1.0,,-0.36438953786453254,-0.8533032781178069,0.4889137402532744
2017-06-26,39.08,39.25,39.08,38.45,4055.92,0.14,0.36,39.454,38.692,38.211,10651.66,7372.5,6870.47,2.03,,,1.0,1.0,,-0.3108470944948323,-0.744812041393212,0.4339649468983797
2017-06-27,39.11,39.47,38.96,38.8,2903.84,-0.12,-0.31,39.514,38.874,38.309,10398.81,7225.63,6872.36,1.45,,,1.0,1.0,,-0.27492811926791916,-0.6508352569681535,0.3759071377002343
2017-06-28,38.88,38.98,38.86,38.09,3660.23,-0.1,-0.26,39.134,39.027,38.282,6375.3,7222.09,6284.07,1.83,,,1.0,1.0,,-0.25163059600730975,-0.5709943247759848,0.319363728768675
2017-06-29,38.73,39.05,38.62,38.45,2975.0,-0.24,-0.62,38.892,39.066,38.385,4082.6,6953.52,6093.31,1.49,,,1.0,1.0,,-0.24965526472328037,-0.5067265127654439,0.2570712480421635
2017-06-30,38.6,38.98,38.74,38.17,3214.0,0.12,0.31,38.852,39.087,38.455,3361.8,6849.52,6006.78,1.61,,,1.0,1.0,,-0.23568991668338413,-0.4525191935490319,0.2168292768656478
2017-07-03,38.84,39.08,39.01,38.3,3329.23,0.27,0.7,38.838,39.146,38.53,3216.46,6934.06,5967.96,1.66,,,1.0,1.0,,-0.2005240181714072,-0.40212015847350696,0.20159614030209977
2017-07-04,39.15,39.16,38.98,38.4,4341.0,-0.03,-0.08,38.842,39.178,38.602,3503.89,6951.35,6070.16,2.17,,,1.0,1.0,,-0.1730803766800122,-0.356312202114808,0.18323182543479583
