,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover,macd_diff_dea,macd_dea_k,macd_macd_self,macd_sum,macd_result,macd,macd_signal,macd_hist
2015-08-12,59.68,59.68,56.35,56.25,84485.16,-3.64,-6.07,56.778,55.915,54.212,73108.04,74015.82,79912.49,16.9,,,,,,,,
2015-08-13,56.41,57.33,56.91,54.31,46426.87,0.6,1.07,57.416,56.13,54.67,70889.85,70109.96,78667.13,9.29,,,,,,,,
2015-08-14,57.0,57.55,56.38,55.61,46319.93,-0.51,-0.9,57.598,56.229,54.919,70314.6,67668.85,77286.27,9.26,,,,,,,,
2015-08-17,55.95,56.0,54.29,53.86,38399.73,-2.08,-3.69,56.772,56.379,55.088,61774.63,65370.59,75118.82,7.68,,,,,,,,
2015-08-18,54.0,55.49,48.86,48.86,45384.39,-5.43,-10.0,54.558,55.676,54.902,52203.22,63206.47,73580.8,9.08,,,,,,,,
2015-08-19,47.0,49.9,49.14,44.38,45056.67,0.28,0.57,53.116,54.947,54.783,44317.52,58712.78,72872.76,9.01,,,,,,,,
2015-08-20,48.3,48.7,46.35,46.16,30630.28,-2.79,-5.68,51.004,54.21,54.267,41158.2,56024.02,68766.89,6.13,,,,,,1.12417758679846,3.234750317782437,-2.110572730983977
2015-08-21,45.3,45.89,42.82,42.8,35603.0,-3.54,-7.64,48.292,52.945,53.663,39014.81,54664.71,64406.54,7.12,,,,,,0.2568164345274937,2.639163541131448,-2.3823471066039543
2015-08-24,40.77,41.0,38.57,38.57,31379.48,-4.28,-9.99,45.148,50.96,53.059,37610.76,49692.7,60843.24,6.28,,,,0.0,,-0.7646980458503521,1.958391223735088,-2.72308926958544
2015-08-25,34.9,37.57,34.71,34.71,38838.32,-3.86,-10.01,42.318,48.438,52.177,36301.55,44252.38,58737.01,7.77,,,,0.0,,-1.864235623971453,1.1938658541937799,-3.058101478165233
2015-08-26,35.45,38.18,36.18,34.0,66689.96,1.47,4.24,39.726,46.421,51.168,40628.21,42472.86,58244.34,13.34,,,,0.0,,-2.5871868817703643,0.437655307000951,-3.0248421887713155
2015-08-27,37.24,37.96,37.75,35.51,45158.4,1.59,4.4,38.006,44.505,50.318,43533.83,42346.02,56227.99,9.03,,,,0.0,,-2.9988759084587358,-0.24965093609098643,-2.7492249723677493
2015-08-28,38.44,40.49,40.45,37.61,45837.77,2.74,7.27,37.532,42.912,49.571,45580.79,42297.8,54983.32,9.17,,,,0.0,,-3.071864451779156,-0.8140936392286203,-2.2577708125505356
2015-08-31,39.12,39.6,37.1,37.0,32280.72,-3.33,-8.24,37.238,41.193,48.786,45761.03,41685.9,53528.24,6.46,,,,0.0,,-3.3612786728788677,-1.3235306459586698,-2.037748026920198
2015-09-01,37.0,37.01,34.53,34.5,29339.83,-2.56,-6.9,37.202,39.76,47.718,43861.34,40081.44,51643.96,5.87,,,,0.0,,-3.7547367814569483,-1.8097718730583257,-1.9449649083986227
2015-09-02,32.87,36.1,33.1,32.32,26781.91,-1.49,-4.31,36.586,38.156,46.552,35879.73,38253.97,48483.37,5.36,,,,0.0,,-4.134286732263625,-2.2746748448993857,-1.8596118873642395
2015-09-07,34.08,35.19,34.3,33.68,22949.0,1.12,3.38,35.896,36.951,45.581,31437.85,37485.84,46754.93,4.59,,,,0.0,,-4.288814052898331,-2.677502686499175,-1.6113113663991565
2015-09-08,34.05,36.48,36.46,33.81,32399.62,2.2,6.42,35.098,36.315,44.63,28750.22,37165.5,45915.1,6.48,,,,0.0,,-4.188699400371128,-2.9797420292735657,-1.2089573710975623
2015-09-09,37.0,38.2,37.91,36.29,43165.85,1.5,4.12,35.26,36.249,43.605,30927.24,38344.14,44018.42,8.63,,,,0.0,,-3.9468580127743564,-3.1731652259737237,-0.7736927868006327
2015-09-10,37.0,37.86,36.75,36.71,27652.99,-1.17,-3.08,35.704,36.453,42.446,30589.87,37225.61,40738.99,5.53,,,,0.0,,-3.804938315793706,-3.2995198439377202,-0.5054184718559855
2015-09-11,37.39,37.59,37.58,36.75,21067.23,0.8,2.17,36.6,36.593,41.507,29446.94,32663.33,37568.1,4.21,,,,0.0,,-3.5841757233924056,-3.3564510198286572,-0.2277247035637484
2015-09-14,37.6,37.88,33.81,33.81,29343.37,-3.76,-10.01,36.502,36.199,40.352,30725.81,31081.83,36713.92,5.87,,,,0.0,,-3.6711090117003167,-3.419382618202989,-0.2517263934973277
2015-09-15,32.7,33.45,30.59,30.48,28735.62,-3.22,-9.52,35.328,35.213,39.063,29993.01,29371.61,35834.71,5.75,,,,0.0,,-3.9542492346002334,-3.526355941482438,-0.42789329311779545
2015-09-16,31.01,33.66,33.66,31.01,28473.39,3.06,10.0,34.478,34.869,38.031,27054.52,28990.88,35338.39,5.69,,,,0.0,,-3.8861197883298004,-3.5983087108519105,-0.2878110774778899
2015-09-17,33.59,34.87,33.18,33.13,31614.7,-0.48,-1.43,33.764,34.734,37.247,27846.86,29218.37,34649.91,6.32,,,,0.0,,-3.826746349931831,-3.643996238667895,-0.18275011126393625
2015-09-18,33.5,34.3,34.23,33.2,21981.96,1.03,3.1,33.094,34.847,36.502,28029.81,28738.37,33496.17,4.4,,,,0.0,,-3.652858369991179,-3.6457686649325516,-0.0070897050586276045
2015-09-21,33.8,36.0,35.99,33.43,31782.2,1.79,5.23,33.53,35.016,35.984,28517.57,29621.69,33553.77,6.36,,,1.0,1.0,,-3.334594472658857,-3.5835338264778125,0.2489393538189555
2015-09-22,36.06,36.98,36.49,35.91,36635.47,0.51,1.42,34.71,35.019,35.667,30097.54,30045.28,33605.39,7.33,,,1.0,1.0,,-3.0073552998468216,-3.4682981211516144,0.4609428213047928
2015-09-23,35.8,36.78,36.18,35.63,27105.91,-0.31,-0.85,35.214,34.846,35.548,29824.05,28439.28,33391.71,5.42,,,1.0,1.0,,-2.74142882200438,-3.3229242613221674,0.5814954393177874
2015-09-24,36.37,38.0,37.98,36.37,39576.05,1.8,4.97,36.174,34.969,35.711,31416.32,29631.59,33428.6,7.92,,,1.0,1.0,,-2.3582507687431615,-3.129989562806366,0.7717387940632046
2015-09-25,37.49,37.74,35.5,35.1,33072.34,-2.46,-6.48,36.428,34.761,35.677,33634.39,30832.1,31747.72,6.61,,,1.0,1.0,,-2.2290001484531103,-2.949791679935715,0.7207915314826048
2015-09-28,35.6,36.79,36.75,35.22,21898.25,1.25,3.52,36.58,35.055,35.627,31657.6,30087.59,30584.71,4.38,,,1.0,1.0,,-2.002618606648042,-2.7603570652781806,0.7577384586301386
2015-09-29,35.78,36.26,35.91,35.5,19257.38,-0.83,-2.26,36.464,35.587,35.4,28181.99,29139.77,29255.69,3.85,,,1.0,1.0,,-1.8694408333631856,-2.5821738188951815,0.7127329855319959
2015-09-30,37.07,39.51,39.51,36.8,51890.62,3.59,9.99,37.13,36.172,35.521,33138.93,31481.49,30236.18,10.38,,,1.0,1.0,,-1.4566156168766113,-2.3570621784914674,0.900446561614856
2015-10-08,43.46,43.46,43.46,43.46,17629.12,3.95,10.0,38.226,37.2,35.967,28749.54,30082.93,29650.65,3.53,,,1.0,1.0,,-0.8014777336819847,-2.0459452895295707,1.244467555847586
2015-10-09,45.0,45.0,43.95,42.61,80150.95,0.49,1.13,39.916,38.172,36.51,38165.26,35899.83,32319.1,16.03,,,1.0,1.0,,-0.2399710988864001,-1.6847504514009366,1.4447793525145365
2015-10-12,44.99,47.8,47.07,43.95,83312.07,3.15,7.17,41.98,39.28,37.148,50448.03,41052.82,35337.25,16.66,,,1.0,1.0,,0.4515793540034352,-1.2574844903200622,1.7090638443234973
2015-10-13,30.0,30.0,29.71,29.13,62271.46,-0.96,-3.13,40.74,38.602,36.811,59050.84,43616.41,36830.85,8.3,,,1.0,1.0,,-0.3965971214134001,-1.0853070165387297,0.6887098951253297
2015-10-14,28.89,28.95,28.37,28.23,99995.18,-1.32,-4.45,38.512,37.821,36.334,68671.76,50905.34,39672.31,13.33,,,-1.0,-1.0,,-1.1634978115956685,-1.1009451755501174,-0.06255263604555106
2015-10-15,28.02,29.35,29.28,28.01,73412.68,0.91,3.21,35.676,36.951,35.96,79828.47,54289.01,41960.3,9.79,,,-1.0,-1.0,,-1.6784941037715697,-1.2164549611944078,-0.46203914257716194
2015-10-16,29.25,30.56,30.03,28.7,102482.68,0.73,2.49,32.892,36.404,35.583,84294.81,61230.04,46031.07,13.66,,,-1.0,-1.0,,-2.003024029507422,-1.3737687748570107,-0.6292552546504115
2015-10-19,29.98,29.98,28.89,28.56,75737.79,-1.13,-3.76,29.256,35.618,35.337,82779.96,66613.99,48350.79,10.1,,,-1.0,-1.0,,-2.3253990536080806,-1.5640948306072247,-0.761304223000856
2015-10-20,28.99,30.1,29.67,28.67,74508.92,0.78,2.7,29.248,34.994,35.291,85227.45,72139.15,50639.46,9.93,,-1.0,-1.0,0.0,,-2.489249581850956,-1.7491257808559708,-0.7401238009949851
2015-10-21,29.69,29.69,26.73,26.72,97083.56,-2.96,-9.97,28.92,33.716,34.944,84645.13,76658.44,54069.96,12.94,,,-1.0,-1.0,,-2.823784900766583,-1.9640576048380933,-0.8597272959284896
2015-10-22,26.68,27.68,27.54,26.33,50014.79,0.82,3.07,28.572,32.124,34.662,79965.55,79897.01,54989.97,6.67,,,-1.0,-1.0,,-2.989089952329927,-2.16906407433646,-0.8200258779934666
2015-10-23,27.53,28.33,28.15,27.26,53901.19,0.61,2.21,28.196,30.544,34.358,70249.25,77272.03,56585.93,7.19,,,-1.0,-1.0,,-3.0358777852945984,-2.342426816528088,-0.6934509687665105
2015-10-26,28.64,28.66,28.14,27.85,47728.77,-0.01,-0.04,28.046,28.651,33.966,64647.45,73713.7,57383.26,6.36,,,-1.0,-1.0,,-3.0387357423433343,-2.481688601691137,-0.5570471406521973
2015-10-27,27.83,28.29,28.19,26.62,49272.17,0.08,0.28,27.75,28.499,33.551,59600.1,72413.77,58015.09,6.57,,,-1.0,-1.0,,-3.0023568113434145,-2.5858222436215925,-0.41653456772182196
2015-10-28,28.19,28.64,27.9,27.7,49200.98,-0.27,-0.96,27.984,28.452,33.137,50023.58,67334.35,59119.85,6.56,,,-1.0,-1.0,,-2.962773810573186,-2.661212557011911,-0.3015612535612746
2015-10-29,28.29,28.88,28.5,27.82,54644.98,0.61,2.19,28.176,28.374,32.663,50949.62,65457.58,59873.29,7.29,,,-1.0,-1.0,,-2.8501344360600633,-2.6989969328215415,-0.15113750323852182
2015-10-30,28.3,28.32,27.87,27.02,35287.86,-0.66,-2.31,28.12,28.158,32.281,47226.95,58738.1,59984.07,4.71,,,-1.0,-1.0,,-2.779660459606074,-2.715129638178448,-0.0645308214276259
2015-11-02,27.05,28.98,27.96,26.74,47638.41,0.09,0.32,28.084,28.065,31.842,47208.88,55928.16,61271.08,6.35,,,1.0,1.0,,-2.685589276234932,-2.7092215657897447,0.02363228955481267
2015-11-03,27.89,29.98,29.71,27.5,108330.98,1.74,6.22,28.388,28.069,31.532,59020.64,59310.37,65724.76,14.44,,,1.0,1.0,,-2.441680636542614,-2.6557133799403188,0.21403274339770473
2015-11-04,30.1,30.99,30.91,29.3,111311.64,1.2,4.04,28.99,28.487,31.102,71442.77,60733.18,68695.81,14.84,,,1.0,1.0,,-2.127032207877207,-2.5499771455276963,0.42294493765048946
2015-11-05,30.66,31.11,30.03,29.82,97399.83,-0.87,-2.82,29.296,28.736,30.43,79993.74,65471.68,72684.34,12.99,,,1.0,1.0,,-1.926472530627933,-2.4252762225477436,0.49880369191981044
2015-11-06,30.0,33.0,32.22,30.0,115750.02,2.19,7.29,30.166,29.143,29.844,96086.18,71656.56,74464.3,15.43,,,1.0,1.0,,-1.5726839227474123,-2.254757762587677,0.6820738398402648
2015-11-09,31.69,33.19,32.94,31.17,130397.93,0.72,2.23,31.162,29.623,29.137,112638.08,79923.48,76818.59,17.39,,,1.0,1.0,,-1.220140894661565,-2.0478343890024546,0.8276934943408896
2015-11-10,32.58,33.49,32.41,31.76,94530.88,-0.5,-1.52,31.702,30.045,29.272,109878.06,84449.35,78431.56,12.6,,,1.0,1.0,,-0.9723064322619805,-1.8327287976543598,0.8604223653923793
2015-11-11,32.22,35.33,34.74,31.92,139172.12,2.34,7.22,32.468,30.729,29.591,115450.16,93446.47,80390.41,18.56,,,1.0,1.0,,-0.5811847716097454,-1.582419992445437,1.0012352208356916
2015-11-12,34.9,38.2,38.2,34.9,177497.52,3.47,9.99,34.102,31.699,30.036,131469.69,105731.72,85594.65,23.67,,,1.0,1.0,,0.007884162195963995,-1.2643591615171568,1.2722433237131208
2015-11-13,37.98,39.98,36.5,35.5,195795.23,-1.7,-4.45,34.958,32.562,30.36,147478.74,121782.46,90260.28,26.11,,,1.0,1.0,,0.33370302301586463,-0.9447467246105525,1.2784497476264172
2015-11-16,35.0,37.61,37.3,34.65,87336.04,0.74,2.02,35.83,33.496,30.781,138866.36,125752.22,90840.19,11.64,,,1.0,1.0,,0.6489889906324109,-0.6259995815619599,1.2749885721943708
2015-11-17,37.81,39.91,37.65,36.99,113670.44,0.41,1.1,36.878,34.29,31.18,142694.27,126286.17,92798.27,15.16,,,1.0,1.0,,0.9165322531168059,-0.3174932146262067,1.2340254677430127
2015-11-18,37.12,38.66,36.72,36.32,82458.83,-0.97,-2.57,37.274,34.871,31.679,131351.61,123400.88,92067.03,10.99,,,1.0,1.0,,1.041513074116068,-0.04569195687775174,1.08720503099382
2015-11-19,36.4,38.09,37.82,36.37,69803.64,1.08,2.94,37.198,35.65,32.193,109812.84,120641.27,93056.47,9.31,,,1.0,1.0,,1.2153127136554787,0.20650897722889439,1.0088037364265843
2015-11-20,37.68,41.55,40.95,37.68,142158.19,3.16,8.36,38.088,36.523,32.833,99085.43,123282.08,97469.32,18.95,,,1.0,1.0,,1.5873174145635005,0.4826706646958156,1.1046467498676849
2015-11-23,41.0,41.99,38.96,38.8,115483.03,-1.98,-4.84,38.42,37.125,33.374,104714.83,121790.59,100857.04,15.4,,,1.0,1.0,,1.7019385629721953,0.7265242443510915,0.9754143186211037
2015-11-24,38.01,40.3,40.21,37.5,85459.89,1.24,3.18,38.932,37.905,33.975,99072.72,120883.49,102666.42,11.39,,,1.0,1.0,,1.8720612454807508,0.9556316445770234,0.9164296009037274
2015-11-25,40.05,40.89,39.8,39.68,83712.85,-0.42,-1.04,39.548,38.411,34.57,99323.52,115337.57,104392.02,11.16,,,1.0,1.0,,1.9513076634520559,1.15476684835203,0.796540815100026
2015-11-26,40.2,40.28,38.78,38.5,80739.26,-1.02,-2.56,39.74,38.469,35.084,101510.64,105661.74,105696.73,10.77,,,1.0,1.0,,1.9097906671224365,1.3057716121061111,0.6040190550163254
2015-11-27,38.4,38.41,34.88,34.88,101631.74,-3.87,-9.99,38.526,38.307,35.435,93405.35,96245.39,109013.92,13.55,,,1.0,1.0,,1.5443879985778821,1.3534948894004653,0.19089310917741686
2015-11-30,34.96,38.37,38.37,34.96,177580.06,3.49,10.01,38.408,38.414,35.955,105824.76,105269.79,115511.01,23.68,,,1.0,1.0,,1.5189085517287069,1.3865776218661137,0.1323309298625932
2015-12-01,39.7,40.9,40.16,38.88,201049.86,1.79,4.67,38.398,38.665,36.478,128942.75,114007.73,120146.95,26.81,,,1.0,1.0,,1.6244285457730356,1.434147806647498,0.19028073912553767
2015-12-02,39.3,39.88,39.4,36.14,94439.38,-0.76,-1.89,38.318,38.933,36.902,131088.06,115205.79,119303.34,12.59,,,1.0,1.0,,1.6279621189328566,1.4729106691045697,0.1550514498282869
2015-12-03,38.81,41.95,41.53,38.6,120857.14,2.13,5.41,38.868,39.304,37.477,139111.64,120311.14,120476.2,16.11,,,1.0,1.0,,1.7820928429876162,1.534747103881179,0.2473457391064371
2015-12-04,41.0,42.79,41.98,40.07,105553.21,0.47,1.13,40.288,39.407,37.965,139895.93,116650.64,119966.36,14.07,,,1.0,1.0,,1.9184392183241101,1.6114855267697652,0.30695369155434493
2015-12-07,41.7,42.38,41.02,40.38,70346.82,-0.96,-2.29,40.818,39.613,38.369,118449.28,112137.02,116963.81,9.38,,,,0.0,,1.9268195497891796,1.6745523313736481,0.25226721841553146
2015-12-08,40.51,40.51,38.68,38.3,85004.43,-2.27,-5.54,40.522,39.46,38.683,95240.2,112091.48,116487.48,11.33,,,,0.0,,1.7247606123354373,1.6845939875660059,0.04016662476943145
2015-12-09,37.94,38.33,37.08,36.7,68945.06,-1.62,-4.19,40.058,39.188,38.8,90141.33,110614.7,112976.13,9.19,,,-1.0,-1.0,,1.4191616087766903,1.6315075118081428,-0.2123459030314525
2015-12-10,37.15,38.0,36.95,36.5,59362.51,-0.11,-0.3,39.142,39.005,38.737,77842.41,108477.02,107069.38,7.92,,,-1.0,-1.0,,1.1531890377973113,1.5358438170059765,-0.3826547792086652
2015-12-11,36.78,37.07,35.95,35.61,48262.0,-1.0,-2.71,37.936,39.112,38.71,66384.16,103140.05,99692.72,6.43,,,-1.0,-1.0,,0.8518921341776036,1.3990534804403019,-0.5471613462626983
2015-12-14,35.67,36.99,36.77,35.57,37889.07,0.82,2.28,37.086,38.952,38.683,59892.61,89170.95,97220.37,5.05,,,-1.0,-1.0,,0.6715382394991636,1.2535504322520743,-0.5820121927529107
2015-12-15,36.85,37.76,36.99,36.78,41101.49,0.24,0.65,36.748,38.635,38.65,51112.03,73176.11,93591.92,5.48,,,-1.0,-1.0,,0.5401323306827308,1.1108668119382057,-0.5707344812554749
2015-12-16,37.1,37.96,37.34,37.1,40701.41,0.37,1.0,36.8,38.429,38.681,45463.3,67802.31,91504.05,5.43,,,-1.0,-1.0,,0.4589438570438489,0.9804822209593343,-0.5215383639154855
2015-12-17,37.39,38.47,38.44,37.39,56469.95,1.1,2.95,37.098,38.12,38.712,44884.78,61363.59,90837.37,7.53,,,-1.0,-1.0,,0.47785381237471114,0.8799565392424097,-0.40210272686769855
2015-12-18,38.88,38.88,37.69,37.32,61950.12,-0.76,-1.98,37.446,37.691,38.549,47622.41,57003.29,86826.96,8.26,,,-1.0,-1.0,,0.42739461712253757,0.7894441548184352,-0.36204953769589765
2015-12-21,37.45,37.79,37.26,36.81,39674.87,-0.44,-1.17,37.544,37.315,38.464,47979.57,53936.09,83036.56,5.29,,,-1.0,-1.0,,0.34868847135946623,0.7012930181266415,-0.35260454676717523
2015-12-22,37.25,37.54,37.42,36.83,34600.43,0.14,0.38,37.63,37.189,38.325,46679.36,48895.69,80493.58,4.61,,,-1.0,-1.0,,0.2958139871136538,0.620197211924044,-0.32438322481039017
2015-12-23,37.37,37.37,36.3,36.02,58304.24,-1.11,-2.97,37.422,37.111,38.149,50199.92,47831.61,79223.15,7.77,,,-1.0,-1.0,,0.1616722802303059,0.5284922255852964,-0.3668199453549905
2015-12-24,36.1,36.96,36.82,36.08,27814.07,0.51,1.41,37.098,37.098,38.052,44468.75,44676.77,76576.89,3.71,,,-1.0,-1.0,,0.09621456366665626,0.44203669320156835,-0.3458221295349121
2015-12-25,36.99,37.05,36.8,36.6,23291.01,-0.03,-0.08,36.92,37.183,38.148,36736.92,42179.67,72659.86,3.11,,,-1.0,-1.0,,0.0422381240379579,0.36207697936884625,-0.31983885533088835
2015-12-28,36.7,36.95,35.67,35.58,39092.67,-1.12,-3.04,36.602,37.073,38.013,36620.48,42300.03,65735.49,5.21,,,-1.0,-1.0,,-0.09067490557470137,0.2715266023801367,-0.3622015079548381
2015-12-29,35.68,36.45,36.37,35.08,26237.89,0.71,1.99,36.392,37.011,37.823,34947.98,40813.67,56994.89,3.5,,,-1.0,-1.0,,-0.13793525748690172,0.189634230406729,-0.3275694878936307
2015-12-30,36.33,36.6,36.47,36.25,23976.44,0.11,0.3,36.426,36.924,37.677,28082.42,39141.17,53471.74,3.2,,,-1.0,-1.0,,-0.16541347898521508,0.11862468852834018,-0.28403816751355526
2015-12-31,36.5,36.57,35.7,35.61,20617.66,-0.77,-2.11,36.202,36.65,37.385,26643.13,35555.94,48459.77,2.75,,,-1.0,-1.0,,-0.24648144763505542,0.04560346129566106,-0.2920849089307165
2016-01-04,35.69,35.88,32.21,32.12,40621.09,-3.48,-9.75,35.284,36.102,36.897,30109.15,33423.04,45213.16,5.42,,,-1.0,-1.0,,-0.5855918909061799,-0.08063560914470713,-0.5049562817614728
2016-01-05,30.38,32.62,30.7,29.5,47588.37,-1.51,-4.69,34.29,35.446,36.381,31808.29,34214.39,44075.24,6.35,,,-1.0,-1.0,,-0.9650591397265131,-0.25752031526106833,-0.7075388244654448
2016-01-06,30.95,31.97,31.9,30.95,29534.24,1.11,3.6,33.396,34.894,36.042,32467.56,33707.77,41301.73,3.94,,,-1.0,-1.0,,-1.1556382191187708,-0.43714389603260884,-0.718494323086162
2016-01-07,31.32,31.43,28.62,28.62,11301.0,-3.18,-10.0,31.826,34.126,35.619,29932.47,29007.44,38419.53,1.51,,,-1.0,-1.0,,-1.5534350679973983,-0.6604021304255667,-0.8930329375718316
2016-01-08,29.99,30.23,29.31,26.4,33976.89,0.69,2.41,30.548,33.375,35.237,32604.32,29623.73,37150.25,4.53,,,-1.0,-1.0,,-1.7923535670561819,-0.8867924177516897,-0.9055611493044922
2016-01-11,28.3,29.22,26.4,26.38,30514.27,-2.91,-9.93,29.386,32.335,34.759,30582.95,30346.05,36262.86,4.07,,,-1.0,-1.0,,-2.191251495754017,-1.147684233352155,-1.0435672624018617
2016-01-12,26.15,27.29,26.73,25.9,29564.09,0.33,1.25,28.592,31.441,34.257,26978.1,29393.19,35846.61,3.94,,,-1.0,-1.0,,-2.4524820496254947,-1.408643796606823,-1.0438382530186716
2016-01-13,26.88,27.16,25.58,25.58,23145.28,-1.16,-4.34,27.328,30.362,33.687,25700.31,29083.93,34948.8,3.09,,,-1.0,-1.0,,-2.720939240839609,-1.6711028854533803,-1.0498363553862289
2016-01-14,25.01,26.8,26.65,24.88,29819.23,1.06,4.14,26.934,29.38,33.152,29403.95,29668.21,34404.69,3.98,,,,0.0,,-2.814904969103207,-1.8998633021833455,-0.9150416669198613
2016-01-15,26.37,26.68,25.29,25.2,26475.04,-1.32,-4.96,26.13,28.339,32.495,27903.58,30253.95,32904.95,3.53,,,,0.0,,-2.964936181057844,-2.1128778779582453,-0.8520583030995987
2016-01-18,24.75,26.18,25.62,24.62,42490.44,0.32,1.26,25.974,27.68,31.891,30298.82,30440.89,31931.96,5.67,,,,0.0,,-3.0223687695572536,-2.294776056278047,-0.7275927132792068
2016-01-19,25.75,26.77,26.67,25.59,36323.3,1.05,4.1,25.962,27.277,31.362,31650.66,29314.38,31764.38,4.84,,,,0.0,,-2.9491621791273666,-2.4256532808479108,-0.5235088982794558
2016-01-20,26.36,27.1,26.42,26.22,33439.3,-0.25,-0.94,26.13,26.729,30.812,33709.46,29704.88,31706.33,4.46,,,,0.0,,-2.8781409224757155,-2.516150809173472,-0.3619901133022436
2016-01-21,26.06,26.72,25.62,25.57,28762.06,-0.79,-2.99,25.924,26.429,30.278,33498.03,31450.99,30229.22,3.83,,,,0.0,,-2.8535158248429333,-2.5836238123073643,-0.26989201253556905
2016-01-22,25.56,26.14,25.91,25.0,27248.14,0.3,1.17,26.048,26.089,29.732,33652.65,30778.12,30200.92,3.63,,,,0.0,,-2.778570055189409,-2.622613060883773,-0.1559569943056358
2016-01-25,26.13,27.06,26.73,26.13,34671.13,0.83,3.21,26.27,26.122,29.229,32088.79,31193.8,30769.93,4.62,,,,0.0,,-2.6227741381652585,-2.6226452763400703,-0.0001288618251882312
